,metricType_x,symbol,metric.bookValuePerShareAnnual,metric.bookValuePerShareQuarterly,metric.cashFlowPerShareAnnual,metric.cashFlowPerShareTTM,metric.cashPerSharePerShareAnnual,metric.cashPerSharePerShareQuarterly,metric.dividendPerShare5Y,metric.dividendPerShareAnnual,metric.dividendsPerShareTTM,metric.ebitdPerShareTTM,metric.epsBasicExclExtraItemsAnnual,metric.epsBasicExclExtraItemsTTM,metric.epsExclExtraItemsAnnual,metric.epsExclExtraItemsTTM,metric.epsInclExtraItemsAnnual,metric.epsInclExtraItemsTTM,metric.epsNormalizedAnnual,metric.freeCashFlowPerShareTTM,metric.revenuePerShareAnnual,metric.revenuePerShareTTM,metric.tangibleBookValuePerShareAnnual,metric.tangibleBookValuePerShareQuarterly,metricType_y,metric.assetTurnoverAnnual,metric.assetTurnoverTTM,metric.inventoryTurnoverAnnual,metric.inventoryTurnoverTTM,metric.netIncomeEmployeeAnnual,metric.netIncomeEmployeeTTM,metric.receivablesTurnoverAnnual,metric.receivablesTurnoverTTM,metric.revenueEmployeeAnnual,metric.revenueEmployeeTTM,metric.roaRfy,metric.roaa5Y,metric.roae5Y,metric.roaeTTM,metric.roeRfy,metric.roeTTM,metric.roi5Y,metric.roiAnnual,metric.roiTTM
1182,perShare,BIOC,0.65725,0.33475,-8.72229,-1.71308,0.73952,0.2841,,,0.0,-1.56047,-9.0085,-2.66702,-9.0085,-2.66702,-9.0085,-2.66702,-9.0085,-1.62038,1.16155,0.3203,0.65725,0.33475,management,0.40303,0.31675,18.51286,16.61664,,,2.34869,2.1227400000000003,,,-304.6845,-255.12900000000002,-13314.1,-306.8742,-1162.046,-174.9961,-660.1983,-716.5601,-269.8933
1183,perShare,BGT,,,,,,,,,,,,,,,,,,,,,,,management,,,,,,,,,,,,,,,,,,,
1184,perShare,BCOV,1.9050900000000002,1.9050900000000002,-0.3545,-0.35452,0.58495,0.58495,,,0.0,-0.01162,-0.57597,-0.57607,-0.57597,-0.57607,-0.57597,-0.57607,-0.36746,-0.12021,4.8505,4.85078,-0.01681,-0.01681,management,1.20471,1.20471,,,-39643.44,-35906.56,6.77583,6.77583,333855.2,302385.3,-14.30526,-10.812560000000001,-19.67323,-30.265929999999997,-30.265929999999997,-14.30526,-18.92469,-27.65408,-27.65408
1185,perShare,BCLI,-0.5274399999999999,-0.5274399999999999,-1.05399,-1.05417,0.02455,0.02455,,,0.0,-1.0426600000000001,-1.06148,-1.0576,-1.06148,-1.0576,-1.06148,-1.0576,-1.06148,-0.5351,0.0,0.0,-0.5274399999999999,-0.5274399999999999,management,0.0,0.0,,,-738190.5,-726656.3,,,,0.0,-261.8286,-94.72662,-173.0001,,,-261.8286,-169.7635,,
1186,perShare,BASI,1.01896,0.9597399999999999,0.18559,0.057679999999999995,0.05766,0.04729,,,0.0,0.14501,-0.07608999999999999,-0.20195,-0.07608999999999999,-0.20195,-0.07608999999999999,-0.20195,-0.07608999999999999,-0.75033,4.20071,4.56766,0.4014,0.08977,management,1.1909100000000001,1.0435299999999998,26.96091,30.77642,,,7.71555,7.2793399999999995,,,-2.15706,-1.7227,-5.1158,-20.24895,-7.34064,-4.64164,-3.02788,-3.59369,-8.13514
1187,perShare,BANR,44.58639,44.58639,4.91056,4.910480000000001,6.555210000000001,6.555210000000001,1.094,1.61,1.61,6.72744,4.19514,4.19773,4.18323,4.18626,4.18323,4.18626,4.35556,1.9474799999999999,15.7534,15.753129999999999,33.33433,33.33433,management,,,,,66717.45,,,,251247.4,,1.19531,1.02745,7.95252,9.521360000000001,9.521360000000001,1.19531,,,
1188,perShare,WAYN,18.598760000000002,18.598760000000002,,,11.81933,11.81933,0.45399999999999996,0.72,0.72,,2.43,2.43,2.43,2.43,2.43,2.43,2.44812,,7.1653199999999995,7.161789999999999,18.598760000000002,18.598760000000002,management,,,,,,,,,,,1.3363399999999999,0.82499,8.7971,13.833110000000001,13.833110000000001,1.3363399999999999,,,
1189,perShare,UBA,14.5451,14.32649,1.3521,1.48794,2.36041,0.3564,1.0555,1.095,1.1,2.20293,0.57849,0.55737,0.56734,0.5463399999999999,0.56734,0.5463399999999999,0.5678300000000001,-0.04225,3.52755,3.51784,14.5451,14.32649,management,0.13226,0.13664,,,756600.0,721333.3,6.05288,5.76234,2501546.0,2411895.0,4.00022,4.7237,7.372839999999999,5.83482,5.92557,4.08645,5.05281,4.35975,4.48257
1190,perShare,TCBK,29.700409999999998,29.700409999999998,3.41687,3.41685,9.05873,9.05873,0.66,0.82,0.82,4.67026,3.02093,3.0163599999999997,3.00447,3.00446,3.00447,3.00446,3.00641,2.39887,10.135060000000001,10.14204,21.6926,21.6926,management,,,,,78093.3,,,,263434.3,,1.43597,1.18577,10.15349,10.61996,10.61996,1.43597,,,
1191,perShare,SMBC,25.66305,27.031059999999997,3.6916900000000004,3.8408300000000004,3.81083,4.45791,0.41200000000000003,0.52,0.56,4.969469999999999,3.14405,3.25845,3.1404,3.25493,3.1404,3.25493,3.1404,3.14471,9.55594,9.98065,23.151770000000003,24.595570000000002,management,,,,,71192.12,,,,216630.5,,1.40977,1.20046,12.19089,12.7702,13.165529999999999,1.3366200000000001,,,
1192,perShare,SHBI,15.4237,15.4237,1.46716,1.46722,1.47716,1.47716,0.228,0.42,0.42,1.9794200000000002,1.27969,1.2797,1.27918,1.27921,1.27243,1.27247,1.27918,0.48328999999999994,4.725140000000001,4.72532,13.84215,13.84215,management,,,,,57950.18,,,,214060.5,,1.0705,0.9012399999999999,7.19175,8.662,8.662,1.0705,,,
1193,perShare,OFG,20.34045,20.34045,1.1023399999999999,1.10469,16.43092,16.43092,0.28,0.28,0.28,1.7275599999999998,0.92196,0.9193100000000001,0.91512,0.91574,0.91512,0.91574,0.91522,1.46809,7.836310000000001,7.85297,16.569689999999998,16.569689999999998,management,,,,,28166.88,,,,212025.1,,0.67805,0.7125199999999999,4.68372,5.08544,5.08544,0.67805,,,
1194,perShare,MUH,,,,,,,,,,,,,,,,,,,0.0,,,,management,,,,,,,,,,,,,,,,,,,
1195,perShare,MTBC,3.50052,3.50052,-0.35178000000000004,-0.34643,1.63382,1.63382,,,0.0,0.24941999999999998,-0.60043,-0.60106,-0.60043,-0.60106,-0.60043,-0.60106,-0.59387,-0.08681,5.33081,5.33106,1.97974,1.97974,management,1.23888,1.23888,88.04853,88.04855,,-322.8852,6.670389999999999,6.670389999999999,,23866.15,-1.6761099999999998,-11.288780000000001,-30.23548,-17.76647,-17.76645,-1.67609,-15.267560000000001,-2.05878,-2.05875
1196,perShare,MFT,,,,,,,,,,,,,,,,,,,0.0,,,,management,,,,,,,,,,,,,,,,,,,
1197,perShare,MBWM,25.361179999999997,25.361179999999997,3.5969800000000003,3.5961300000000005,3.2427099999999998,3.2427099999999998,0.794,1.06,1.06,5.0307699999999995,3.0146599999999997,3.01488,3.0146599999999997,3.01422,3.0146599999999997,3.01422,3.0146599999999997,0.86385,9.23429,9.23206,22.115370000000002,22.115370000000002,management,,,,,85638.09,,,,262320.3,,1.41367,1.1511,10.235710000000001,12.49189,12.49189,1.41367,,,
1198,perShare,INDB,49.687979999999996,49.687979999999996,5.6188400000000005,5.6218,3.33609,3.33609,1.3119999999999998,1.7,1.7,8.43118,5.0342199999999995,5.03515,5.0272,5.02805,5.0272,5.02805,5.63646,4.46619,15.47436,15.482510000000001,34.11111,34.11111,management,,,,,130264.2,,,,400969.3,,1.63162,1.27051,10.719380000000001,11.87612,11.87612,1.63162,,,
1199,perShare,ICBK,25.54584,25.54584,2.6088299999999998,2.60848,16.10557,16.10557,0.21600000000000003,0.2,0.2,4.13436,2.36826,2.36803,2.36079,2.36041,2.36079,2.36041,2.4933400000000003,2.87717,8.00348,8.0024,22.90675,22.90675,management,,,,,112684.9,,,,371061.7,,1.1347,1.04227,9.99501,10.36609,10.36609,1.1347,,,
1200,perShare,HEAR,4.37509,4.37509,1.47794,1.43405,0.5693600000000001,0.5693600000000001,,,0.0,1.18658,1.2389700000000001,1.24088,1.1438,0.86495,1.1438,0.86495,1.26997,2.31701,14.958120000000001,14.51382,3.3724800000000004,3.3724800000000004,management,1.85306,1.85306,3.27685,3.27685,,84244.13,4.82216,4.82216,,1101704.0,14.1698,-15.78628,-71.46044,35.573879999999996,35.573879999999996,14.1698,-33.32141,31.183640000000004,31.183640000000004
1201,perShare,GBCI,21.2454,21.2454,2.68845,2.69093,2.15234,2.15234,0.938,1.11,1.11,3.4207699999999996,2.38562,2.38519,2.3821,2.38349,2.3821,2.38349,2.3821,0.97144,7.175110000000001,7.181710000000001,15.61418,15.61418,management,,,,,72991.51,,,,219857.2,,1.63216,1.49105,11.95968,12.112110000000001,12.112110000000001,1.63216,,,
1202,perShare,FSBW,44.90698,44.90698,7.67629,7.6874199999999995,2.95467,2.95467,0.45,0.65,0.65,9.9631,5.13,5.1361300000000005,5.006390000000001,5.0233099999999995,5.006390000000001,5.0233099999999995,5.31634,0.85421,20.637320000000003,20.66726,40.57219,40.57219,management,,,,,51865.3,,,,213111.9,,1.36246,1.53493,13.535329999999998,11.90912,11.90912,1.36246,,,
1203,perShare,FRC,58.42159,58.42159,,4.36487,10.07915,10.07915,0.67,0.75,0.75,6.75497,5.24846,5.2480400000000005,5.1976,5.19824,5.1976,5.19824,5.1976,,19.70727,19.71017,57.026340000000005,57.026340000000005,management,,,,,,,,,,,0.86354,0.9406200000000001,11.11599,10.71838,10.71838,0.86354,,,
1204,perShare,FRBA,11.15351,11.15351,,0.38838,0.81877,0.81877,0.055999999999999994,0.12,0.12,0.62548,0.79787,0.79284,0.78577,0.78081,0.78577,0.78081,0.8301799999999999,,3.2157400000000003,3.21643,10.16962,10.16962,management,,,,,,,,,,,0.81825,,,7.20435,7.20435,0.81825,,,
1205,perShare,FBIZ,22.665779999999998,22.665779999999998,3.0971,3.10164,1.8803299999999998,1.8803299999999998,0.511,0.59,0.59,4.3388599999999995,2.6800900000000003,2.68823,2.6800900000000003,2.68823,2.6800900000000003,2.68823,2.6934,2.76893,10.954180000000001,10.97022,21.27401,21.27401,management,,,,,79064.41,,,,316200.0,,1.14805,0.9098700000000001,9.92107,12.17618,12.17618,1.14805,,,
1206,perShare,EPAY,9.18255,9.4955,1.28754,1.21939,2.54973,2.3849400000000003,,,0.0,1.31071,0.23225,0.13608,0.22624,0.1339,0.22624,0.1339,0.38095999999999997,0.57385,10.12118,10.407169999999999,0.11925,0.60923,management,0.64659,0.6621,,,5240.0,2959.474,5.56715,6.642,234423.3,228708.4,1.4453,-1.8519599999999998,-3.7949800000000002,1.48603,2.7326900000000003,0.85675,-2.40603,1.786,1.04397
1207,perShare,ENZ,1.80895,1.4899799999999999,0.11637,0.09415,1.26472,1.08294,,,0.0,-0.44738999999999995,0.05256,0.033639999999999996,0.05243,0.032619999999999996,0.05243,0.032619999999999996,-0.49363999999999997,0.21205,1.7097099999999998,1.68525,1.63056,1.31748,management,0.77936,0.77876,7.661639999999999,7.596030000000001,5410.87,3354.348,6.79673,7.79258,176456.5,174291.3,2.3898200000000003,6.64435,8.68024,2.23046,2.97818,1.4987700000000002,8.48393,2.89242,1.85785
1208,perShare,CBNK,9.59572,9.59572,1.28918,1.2889,0.75784,0.75784,,,0.0,1.85949,1.23024,1.2297,1.2095,1.20817,1.2095,1.20817,1.2095,-1.88568,6.58835,6.586930000000001,9.59572,9.59572,management,,,,,77857.14,,,,424101.4,,1.3337,,,13.630770000000002,13.630770000000002,1.3337,,,
1209,perShare,CARV,12.74366,13.455570000000002,-1.39055,-1.14973,8.30517,10.12918,,,0.0,-0.99239,-1.60496,-1.3962700000000001,-1.60496,-1.3962700000000001,-1.60496,-1.3962700000000001,-1.71322,-1.09674,5.93398,5.5404800000000005,12.74366,13.455570000000002,management,,,,,,,,,,,-0.9440000000000001,-0.07274,-18.84362,-138.8814,-133.8293,-0.8909100000000001,,,
1210,perShare,BYFC,1.76653,1.75328,0.03935,0.0136,0.15041,0.17737,,,0.0,0.0761,0.03035,0.00535,0.03034,0.00535,0.03034,0.00535,0.03034,0.77862,0.41748999999999997,0.4172,1.76653,1.75328,management,,,,,,,,,,,0.19802999999999998,0.9293,8.55113,0.28697,1.6887299999999998,0.033089999999999994,,,
1211,perShare,BXC,-2.78493,-2.78493,1.3443100000000001,1.34398,1.24314,1.24314,,,0.0,5.58968,-1.88733,-1.8861599999999998,-1.88733,-1.88673,-1.88733,-1.88673,-2.79629,-1.53421,281.91,281.8422,-10.7027,-10.7027,management,2.73106,2.73106,6.6322399999999995,6.6322399999999995,-7676.522,-8025.455,13.143429999999999,13.143429999999999,1146638.0,1198758.0,-1.8283900000000002,0.98519,,,,-1.8283900000000002,1.2874700000000001,-2.25863,-2.25863
1212,perShare,BSPM,13.98427,13.70695,-1.9831,0.78078,0.06571,0.13839,,,0.0,1.48806,-2.48043,0.39479000000000003,-2.48043,0.39479000000000003,-2.48043,0.39479000000000003,-2.48043,3.26428,1.0379399999999999,0.12143,11.858089999999999,11.66669,management,0.05081,0.00775,7.324260000000001,1.16212,,,0.21143,0.10429000000000001,,,-12.141539999999999,-13.54127,-15.36864,2.66293,-14.04507,2.27927,-15.36864,-14.04507,2.66293
1213,perShare,BSM,5.32533,5.32533,1.46981,1.44255,0.03942,0.03942,1.1623,1.41,1.41,1.6416099999999998,0.9388200000000001,0.93837,0.93815,0.9083399999999999,0.93815,0.9083399999999999,0.93815,-0.11437,2.36673,2.3228299999999997,5.32533,5.32533,management,0.29607,0.29607,,,1856000.0,1864070.0,5.098409999999999,5.098409999999999,4223559.0,4241922.0,13.0104,8.4277,13.500420000000002,22.71302,22.71302,13.0104,8.84089,13.394810000000001,13.394810000000001
1214,perShare,BOTJ,14.1255,14.1255,,1.15666,7.06699,7.06699,0.23600000000000002,0.24,0.24,1.43305,1.2809,1.2809700000000002,1.27921,1.2792299999999999,1.27921,1.2792299999999999,1.27921,,7.243930000000001,7.24397,14.033470000000001,14.033470000000001,management,,,,,,,,,,,0.80055,0.72364,8.58234,9.60632,9.60632,0.80055,,,
1215,perShare,BOE,,,,,,,,,,,,,,,,,,,,,,,management,,,,,,,,,,,,,,,,,,,
1216,perShare,BNY,,,,,,,,,,,,,,,,,,,0.0,,,,management,,,,,,,,,,,,,,,,,,,
1217,perShare,BLW,,,,,,,,,,,,,,,,,,,0.0,,,,management,,,,,,,,,,,,,,,,,,,
1218,perShare,BKT,6.2967699999999995,6.2967699999999995,,,,,,0.4128,0.4128,0.25096,0.46118000000000003,0.46118000000000003,0.46118000000000003,0.46118000000000003,0.46118000000000003,0.46118000000000003,0.46118000000000003,0.16596,0.3815,0.3815,6.2967699999999995,6.2967699999999995,management,0.03829,,,,,,0.77635,,,,4.6288599999999995,,,,7.31452,,,7.30083,
1219,perShare,BCX,9.03528,9.03528,,,,,0.63576,0.6192,0.6192,-0.04987,1.19687,1.17344,1.19687,1.17344,1.19687,1.17344,1.19687,0.30396999999999996,0.05131,0.05131,9.03528,9.03528,management,0.00571,0.00571,,,,,3.15387,3.15387,,,13.312529999999999,0.9747,0.9874799999999999,13.446570000000001,13.446570000000001,13.312529999999999,0.97659,13.34034,13.34034
1220,perShare,BBX,6.00946,6.00946,0.63877,0.64076,3.8978099999999998,3.8978099999999998,,0.05,0.05,-0.14987,0.19099000000000002,0.1925,0.1889,0.18837,0.1889,0.18837,0.10379000000000001,0.40094,9.04317,9.07138,4.85703,4.85703,management,0.48451000000000005,0.48451000000000005,1.55447,1.55447,4430.444,4468.059,,,116882.3,117874.6,1.8365599999999997,4.852930000000001,12.144,3.21826,3.21826,1.8365599999999997,5.3156,2.06628,2.06628
1221,perShare,TSBK,20.537679999999998,21.04539,3.15556,3.2775199999999995,3.0229,2.91407,0.41200000000000003,0.58,0.6,3.9964199999999996,2.8873900000000003,3.0076,2.83649,2.95744,2.83649,2.95744,2.83042,1.4792399999999999,7.73491,7.8878,18.18818,18.68988,management,,,,,89794.39,,,,244863.5,,2.12058,1.58118,13.470999999999998,15.06925,16.24488,2.0282,,,
1222,perShare,TBBK,8.5238,8.5238,0.9852799999999999,0.98515,0.35059,0.35059,,,0.0,1.67091,0.90315,0.90365,0.89412,0.8961100000000001,0.8992,0.90145,1.06949,-8.633389999999999,4.280069999999999,4.27951,8.48307,8.48307,management,,,,,85375.52,,,,408684.4,,1.0157200000000002,0.5063300000000001,6.963839999999999,11.504439999999999,11.504439999999999,1.0157200000000002,,,
1223,perShare,RCKY,22.38704,22.38704,3.02447,3.02525,2.10987,2.10987,0.46399999999999997,0.54,0.54,3.64689,2.36388,2.36409,2.3473599999999997,2.34749,2.3473599999999997,2.34749,2.3473599999999997,0.8581700000000001,36.35005,36.36104,18.27553,18.27553,management,1.38497,1.38497,2.30986,2.30987,8696.215,9051.84,5.6177,5.6177,134665.3,140180.4,8.943660000000001,4.4982,5.86435,11.04319,11.04383,8.94315,5.068890000000001,10.458260000000001,10.45766
1224,perShare,PNBK,17.73098,17.37045,1.1957200000000001,0.16338,1.8874,0.80433,,0.04,0.04,1.17685,0.8186399999999999,-0.24921999999999997,0.81622,-0.24921999999999997,0.81622,-0.24921999999999997,1.2353100000000001,-0.47073999999999994,7.565580000000001,7.4103,17.11062,16.92484,management,,,,,,,,,,,0.35436999999999996,0.74587,8.901760000000001,-1.42815,4.69693,-0.10375,,,
1225,perShare,PKBK,14.98988,14.98988,2.55547,2.5554,0.8509200000000001,0.8509200000000001,0.3758,0.69091,0.6909,3.7025099999999997,2.51873,2.51859,2.48446,2.48443,2.48446,2.48443,2.48446,2.27699,5.05567,5.055680000000001,14.98988,14.98988,management,,,,,371619.6,,,,745079.8,,1.92386,1.7586,15.8177,18.101129999999998,18.10174,1.92386,,,
1226,perShare,NHS,12.5389,12.42483,,,0.009059999999999999,,1.454,1.26,1.39,1.67793,6.67253,3.67564,6.67253,3.67564,6.67253,3.67564,1.45811,-0.00412,1.7736299999999998,1.8580599999999998,12.5389,12.42483,management,0.10887999999999999,0.10632,,,,,5.19865,2.81133,,,41.2256,5.28563,6.05058,32.57956,64.2165,21.23957,5.3747,42.861540000000005,25.6419
1227,perShare,MYD,,,,,,,,,,,,,,,,,,,0.0,,,,management,,,,,,,,,,,,,,,,,,,
1228,perShare,MUC,,,,,,,,,,,,,,,,,,,0.0,,,,management,,,,,,,,,,,,,,,,,,,
1229,perShare,MCBC,6.37673,6.37673,1.00396,1.00396,0.9366200000000001,0.9366200000000001,0.188,0.28,0.28,1.32883,0.93901,0.9390000000000001,0.93901,0.9390000000000001,0.93901,0.9390000000000001,0.93901,0.56284,2.44346,2.4434400000000003,6.37673,6.37673,management,,,,,110845.8,,,,288440.2,,1.58159,1.15603,12.34417,15.663620000000002,15.663620000000002,1.58159,,,
1230,perShare,LSBK,,,,0.58801,,,0.35200000000000004,0.48,0.48,0.75179,0.68,0.68514,0.68,0.68608,0.68,0.68608,0.68,,3.58751,3.60704,,,management,,,,,,,,,,,,,,,,,,,
1231,perShare,HBP,1.62242,1.62242,-0.5433100000000001,-0.5383100000000001,0.0832,0.0832,,,0.0,0.15717,-0.8385799999999999,-0.83773,-0.8385799999999999,-0.83798,-0.8385799999999999,-0.83798,-0.8385799999999999,0.17682,31.9685,31.9057,1.26315,1.26315,management,2.80242,2.80242,4.75494,4.75494,-15638.77,-15615.84,12.54054,12.54054,596182.1,595307.9,-7.35116,1.20881,4.78686,-40.6101,-40.6101,-7.35116,1.79073,-10.29732,-10.29732
1232,perShare,HBIO,2.13925,2.13925,0.08055,0.08062000000000001,0.21825999999999998,0.21825999999999998,,,0.0,0.27557,-0.12395,-0.1239,-0.12395,-0.1239,-0.12395,-0.1239,-0.08338,0.18045,3.0723,3.0697799999999997,-0.36901,-0.36901,management,0.6967399999999999,0.6967399999999999,2.1911400000000003,2.19963,-9154.296999999999,-9281.188,5.510280000000001,5.510280000000001,226906.3,230051.5,-2.81094,-4.75315,-7.7584800000000005,-5.70132,-5.70132,-2.81094,-5.55938,-3.31609,-3.31609
1233,perShare,GCBC,13.16134,14.12139,2.12256,2.2463,3.4596699999999996,4.04643,0.38,0.4,0.42,2.6800200000000003,2.04783,2.16641,2.04783,2.16641,2.04783,2.16641,2.04783,2.47845,5.6643300000000005,5.91606,13.16134,14.12139,management,,,,,113532.5,,,,314032.5,,1.4444,1.2514299999999998,14.4659,16.46526,16.7664,1.40162,,,
1234,perShare,ETW,,,,,,,,,,,,,,,,,,,0.0,,,,management,,,,,,,,,,,,,,,,,,,
1235,perShare,DCOM,16.97523,16.97523,1.13866,1.14829,4.422969999999999,4.422969999999999,0.56,0.56,0.56,2.36175,1.00979,1.01058,1.0061799999999999,1.00692,1.0061799999999999,1.00692,1.08776,1.3052,4.46019,4.46126,15.392560000000001,15.392560000000001,management,,,,,87830.09,,,,387351.9,,0.57098,0.88989,9.288260000000001,6.00614,6.00614,0.57098,,,
1236,perShare,CWBC,9.67582,9.67582,1.02891,1.02885,0.29932,0.29932,0.161,0.215,0.215,1.5810899999999999,0.94014,0.94019,0.9282,0.92819,0.9282,0.92819,0.9282,1.16219,4.4252199999999995,4.42497,9.67582,9.67582,management,,,,,58551.47,,,,279147.1,,0.8891399999999999,0.78576,8.525730000000001,10.07152,10.07152,0.8891399999999999,,,
1237,perShare,CVLY,19.59496,19.59496,2.16225,2.2199,2.13705,2.13705,0.49725,0.6171399999999999,0.6171399999999999,3.0104900000000003,1.8906,1.9485700000000001,1.88,1.9382099999999998,1.88,1.9382099999999998,1.88,0.77654,7.84077,8.04343,19.3591,19.3591,management,,,,,57024.46,,,,238076.5,,1.00958,0.9488200000000001,9.70553,10.0818,10.0818,1.00958,,,
1238,perShare,CM.TO,86.21246,87.73173,13.12809,13.33284,8.622589999999999,10.683589999999999,5.01,5.6,5.68,17.24635,11.219289999999999,11.2487,11.19075,11.22297,11.19075,11.22297,11.19075,24.09106,41.77957,42.38924,69.55558,71.06586999999999,management,,,,,114593.2,,,,416460.6,,0.82021,0.86487,17.1903,14.39006,14.60549,0.80061,,,
1239,perShare,BWEN,2.4618,2.4618,0.1805,0.18052,0.14592,0.14592,,,0.0,0.31948000000000004,-0.28436999999999996,-0.28381,-0.28436999999999996,-0.28381,-0.28046,-0.27998,-0.28388,0.16632,11.05103,11.05172,2.16471,2.16471,management,1.6053600000000001,1.6053600000000001,5.97055,5.97055,-9695.561,-8802.304,9.96617,9.96617,376786.5,342072.9,-4.13095,-7.43814,-13.764920000000002,-10.903210000000001,-10.903210000000001,-4.13095,-12.443710000000001,-8.66239,-8.66239
1240,perShare,BNSO,3.24336,3.24336,0.14267,,1.61151,1.61151,,,0.0,-0.11481,-0.09844,-0.0986,-0.09844,-0.0986,-0.09844,-0.0986,-0.09844,,2.1245,2.1245,2.7428,2.7428,management,0.42302,0.42302,6.55622,6.55622,,,14.335720000000002,14.335720000000002,,,-1.96016,5.18501,8.77331,-2.87239,-2.87239,-1.96016,7.9707300000000005,-2.39171,-2.39171
1241,perShare,BNII.JK,324.3154,334.0755,35.5239,28.23305,203.3367,185.4923,3.6429699999999996,7.19862,7.19862,74.18970999999999,30.4441,23.69935,30.4441,23.69935,30.4441,23.69935,30.47271,124.4294,143.8499,141.9349,321.6948,331.0338,management,,,,,341316400.0,,,,1564496000.0,,1.2898100000000001,1.00319,8.96125,7.381480000000001,9.71448,1.06818,,,
1242,perShare,BMW.DE,90.04003,90.04003,40.40916,16.70673,27.30615,27.30615,3.34,2.5,2.5,22.530910000000002,7.40141,7.40142,7.40141,7.40142,7.468260000000001,7.46828,7.533180000000001,-5.04925,158.3454,158.3454,72.23814,72.23814,management,0.47696000000000005,0.47696000000000005,5.71665,5.71665,,37210.9,2.44708,2.44708,,778977.1,2.27841,3.5602099999999997,13.54021,8.35334,8.35334,2.27841,5.60953,3.5327,3.5327
1243,perShare,BKK,,,,,,,,,,,,,,,,,,,0.0,,,,management,,,,,,,,,,,,,,,,,,,
1244,perShare,BCRH,10.345410000000001,,,,0.25094,,1.032,0.9,0.6,-3.4099699999999995,-3.26335,-3.4114,-3.26335,-3.4114,-3.26335,-3.4114,-3.26335,-0.11405,4.03925,3.80913,10.345410000000001,,management,0.20492,,,,,,,,,,-16.55572,-2.22518,-2.6773599999999997,,-26.262629999999998,,,,
1245,perShare,BCBP,13.67102,13.67102,1.3789200000000001,1.3790799999999999,1.42634,1.42634,0.56,0.56,0.56,2.50778,1.2029100000000001,1.20345,1.19881,1.1994,1.19881,1.1994,1.19881,0.71207,5.35803,5.3582,13.354070000000002,13.354070000000002,management,,,,,57627.4,,,,241082.2,,0.75361,0.64679,7.415939999999999,8.9559,8.95544,0.75361,,,
1246,perShare,BANX,21.83245,21.83245,,,0.00539,0.00539,1.53,1.52,1.52,1.77235,1.92182,1.9219,1.92182,1.9219,1.92182,1.9219,1.92182,,2.72405,2.72447,21.83245,21.83245,management,0.09901,0.09901,,,,,6.781860000000001,6.781860000000001,,,6.9851,5.32161,7.10372,8.890080000000001,8.890089999999999,6.98509,7.09961,8.88904,8.88903
1247,perShare,UNTY,14.769689999999999,14.769689999999999,2.2987599999999997,2.2934900000000003,1.9397099999999998,1.9397099999999998,0.22109,0.31,0.31,3.1069999999999998,2.1810099999999997,2.18094,2.14462,2.14643,2.14462,2.14643,2.09043,2.6536,6.08686,6.09248,14.444170000000002,14.630360000000001,management,,,,,121609.3,,,,345151.7,,1.43434,1.24322,14.90095,15.810989999999999,15.810989999999999,1.43434,,,
1248,perShare,UBSI,33.1237,33.1237,2.7141599999999997,,1.82404,1.82404,1.328,1.36,1.36,3.78519,2.56039,2.56035,2.55368,2.5535200000000002,2.55368,2.5535200000000002,2.59386,-0.02286,7.1515699999999995,7.151210000000001,18.28558,18.28558,management,,,,,117320.3,,,,328554.8,,1.33683,1.21594,7.64197,7.86337,7.86337,1.33683,,,
1249,perShare,UBCP,10.127180000000001,10.127180000000001,1.44771,1.4477200000000001,0.96283,0.96283,0.46299999999999997,0.545,0.545,1.79065,1.18604,1.18618,1.18604,1.18618,1.18604,1.18618,1.18604,0.7338100000000001,4.4877199999999995,4.48775,9.86657,9.86657,management,,,,,,,,,,,1.0649600000000001,0.88782,9.16615,11.857280000000001,11.85547,1.0649600000000001,,,
1250,perShare,TBK,25.49934,25.49934,2.90905,2.91103,2.71368,2.71368,,,0.0,4.137,2.25678,2.26157,2.24651,2.2524,2.24651,2.2524,2.24651,1.96265,11.03115,11.03864,17.87722,17.87722,management,,,,,52529.39,,,,257938.1,,1.21712,1.2738,9.86919,9.19638,9.19638,1.21712,,,
1251,perShare,SSBI,11.100999999999999,11.100999999999999,,,6.313219999999999,6.313219999999999,0.4368,0.48,0.48,,1.06723,1.0670899999999999,1.07,1.06619,1.07,1.06619,1.07,,4.220940000000001,4.22078,10.42202,10.42202,management,,,,,,,,,,,0.9827899999999999,0.94737,8.99779,10.05091,10.05246,0.98264,,,
1252,perShare,SBBX,21.289720000000003,21.289720000000003,2.62131,2.62055,1.01785,1.01785,0.22899999999999998,0.32,0.32,3.9792,2.4110400000000003,2.4104,2.4029,2.40163,2.4029,2.40163,2.42998,2.2311799999999997,7.82437,7.82211,18.1866,18.1866,management,,,,,101089.7,,,,329170.4,,1.1873,0.8618,9.31277,11.7206,11.7206,1.1873,,,
1253,perShare,SAL,40.2189,40.2189,4.69399,4.6965699999999995,2.62075,2.62075,1.12,1.12,1.12,6.24085,3.94536,3.94716,3.9284199999999996,3.93204,3.9284199999999996,3.93204,3.9284199999999996,3.26618,15.519689999999999,15.52941,34.97811,34.97811,management,,,,,64556.52,,,,251373.9,,0.9969600000000001,0.84982,8.4887,10.11358,10.11082,0.99687,,,
