,metricType,symbol,metric.bookValuePerShareAnnual,metric.bookValuePerShareQuarterly,metric.cashFlowPerShareAnnual,metric.cashFlowPerShareTTM,metric.cashPerSharePerShareAnnual,metric.cashPerSharePerShareQuarterly,metric.dividendPerShare5Y,metric.dividendPerShareAnnual,metric.dividendsPerShareTTM,metric.ebitdPerShareTTM,metric.epsBasicExclExtraItemsAnnual,metric.epsBasicExclExtraItemsTTM,metric.epsExclExtraItemsAnnual,metric.epsExclExtraItemsTTM,metric.epsInclExtraItemsAnnual,metric.epsInclExtraItemsTTM,metric.epsNormalizedAnnual,metric.freeCashFlowPerShareTTM,metric.revenuePerShareAnnual,metric.revenuePerShareTTM,metric.tangibleBookValuePerShareAnnual,metric.tangibleBookValuePerShareQuarterly
1187,perShare,LUPE.ST,-55.59892,-55.59892,39.79892,39.79421,2.96634,2.96634,7.44347,17.7804,4.4451,55.93652,25.79956,26.72493,25.74108,26.67169,25.74108,26.67169,16.71575,-1.1762,68.40148,68.388,-60.05365,-60.05365
1191,perShare,LAS.L,0.50838,0.48915,0.03182,0.00353,0.25247,0.24933,0.00167,0.0018,0.0018,0.10054,-0.0244,-0.05332,-0.0244,-0.05332,-0.0244,-0.05332,-0.0244,-0.02746,0.66394,0.68739,0.50838,0.48915
1192,perShare,KRS.AX,-0.15133,-0.08083,-0.02414,-0.10964,0.02669,0.02082,,,0,-0.08833,-0.07754,-0.12234,-0.07754,-0.12234,-0.07754,-0.12234,-0.08912,0.00402,0.4189,0.43471,-0.15146,-0.08284
1194,perShare,KMF,,,,,,,,,,,,,,,,,,,0,,,
1197,perShare,KINV-B.ST,264.9813,264.9813,78.02628,,14.05256,14.05256,,,0,9.26743,78.11386,78.25969,78.02266,78.15364,78.02266,78.15364,78.02266,1.3203,10.51418,10.51539,264.9813,264.9813
1198,perShare,KAS.AX,0.01332,-0.00166,-0.06318,-0.04782,0.01438,0.00685,,,0,-0.03878,-0.05648,-0.04411,-0.05648,-0.04411,-0.05648,-0.04411,-0.0533,-0.04206,9e-05,4e-05,0.01332,-0.00166
1199,perShare,JRV.AX,0.11213,0.17267,-0.0266,,0.01458,0.01937,,,,,-0.02668,,-0.02668,,-0.02668,,-0.03797,,0.00056,,0.11213,0.17191
1202,perShare,IOX.OL,-2.25425,-0.75702,0.3706,-0.00286,1.51648,0.86906,0,0,0,0.3952,-1.16823,-1.51155,-1.16823,-1.51155,-1.16823,-1.51155,-1.04008,-1.25827,3.4758,2.74097,-2.25425,-0.75702
1203,perShare,INPC.JK,290.3934,292.4992,5.70328,4.41719,271.8474,216.0615,,0,0,5.21752,3.39453,2.25645,3.39453,2.25639,3.39453,2.25639,3.38051,36.97968,80.53096,72.96961,287.1447,289.5982
1204,perShare,IMU.AX,0.00756,0.01469,-0.00215,-0.00114,0.00528,0.00831,,,0,-0.00239,-0.00217,-0.00242,-0.00217,-0.00242,-0.00217,-0.00242,-0.00217,-0.00274,0.00127,0.00138,0.00561,0.00781
1205,perShare,ILU.AX,1.68106,1.68106,-0.30345,-0.30251,0.23051,0.23051,0.202,0.13,0.13,1.46085,-0.66304,-0.66306,-0.66304,-0.66506,-0.66304,-0.66506,0.00737,0.05857,3.12214,3.1125,1.67277,1.67277
1206,perShare,HWO.TO,4.59135,4.28254,0.71128,0.3758,0.63714,0.24385,0.1932,0.198,0.198,0.41733,0.22045,-0.16754,0.21856,-0.16754,0.21856,-0.16754,0.21758,0.089,3.89764,3.76786,4.59135,4.28254
1207,perShare,HVN.AX,2.62658,2.6104,0.41657,0.42561,0.20228,0.18269,0.27014,0.3274,0.33,0.55801,0.33946,0.32593,0.33914,0.32561,0.33914,0.32561,0.34494,0.02136,2.78956,2.77962,2.57299,2.55821
1210,perShare,GNC.AX,8.0239,8.0239,0.1285,0.1285,1.15926,1.15926,0.134,0,0,0.64598,-0.49388,-0.49385,-0.49388,-0.49385,-0.49388,-0.49385,-0.2583,-1.04065,21.19631,21.19631,5.96582,5.96582
1211,perShare,GML.AX,0.00843,0.00929,-0.00083,-0.00081,0.00171,0.002,,,0,-0.00089,-0.00084,-0.00083,-0.00084,-0.00083,-0.00084,-0.00083,-0.00084,-0.00389,1e-05,2e-05,0.00843,0.00929
1212,perShare,GID.AX,-0.00271,-0.00271,-0.01556,-0.0186,0.00225,0.00225,,,0,-0.01,-0.01559,-0.02514,-0.01559,-0.02514,-0.01559,-0.02514,-0.01559,-0.01145,0,0,-0.00271,-0.00271
1213,perShare,FLY.V,-0.00125,0.0394,-0.08572,0.06267,0.11423,0.12004,,,0,-0.16772,-0.09339,0.03252,-0.09339,0.03252,-0.09339,0.03252,-0.09339,-0.02365,0.64536,0.98516,-0.00291,0.03775
1214,perShare,FHZN.SW,80.42793,80.42793,17.87831,17.8783,6.16191,6.16191,6.62,7.1,7.1,20.93937,10.07251,10.07277,10.06995,10.07002,10.06995,10.07002,10.06995,-12.02413,39.418,39.41799,66.33393,66.33393
1216,perShare,DUNI.ST,56.68202,56.68202,12.06409,8.97891,6.61716,6.61716,,,0,13.42582,5.72353,5.72353,5.72353,5.72353,5.72353,5.72353,5.75445,7.74485,118.0238,118.0238,2.29792,2.29792
1217,perShare,DNO.OL,12.37099,12.37099,3.9213,3.9223,5.02169,5.17402,0.1938,0.48065,0.4875,5.59136,0.74802,0.76205,0.74802,0.76205,0.74802,0.76205,2.89136,-0.14757,9.88618,9.88716,5.12182,5.12182
1219,perShare,DANSKE.CO,199.7271,199.7271,24.6891,,212.1049,239.7889,8.8,8.5,8.5,,16.72023,16.73169,16.70933,16.72533,16.70933,16.72533,16.87584,-158.7091,131.5223,132.8822,188.9915,188.9915
1221,perShare,COME.BA,4.17157,4.17157,0.84128,0.42267,0.24746,0.24746,,,0,0.13394,0.48,0.1933,0.48,0.1933,0.48,0.1933,0.49461,-0.34464,11.12967,5.33487,3.88509,3.88509
1222,perShare,COH.AX,12.57714,13.93742,5.46178,6.24889,1.36184,1.54591,2.64,3.3,3.35,7.2771,4.79647,5.29489,4.79465,5.29328,4.79465,5.29328,4.73957,-1.08187,24.72182,25.59449,5.22387,6.53295
1225,perShare,SPX.AX,0.00557,0.00925,-0.00161,-0.00291,0.00329,0.00411,,,0,-0.00282,-0.00161,-0.00284,-0.00161,-0.00284,-0.00161,-0.00284,-0.00148,-0.00578,1e-05,6e-05,0.00557,0.00925
1226,perShare,CAFO.PA,10.85648,10.85648,1.25039,1.26424,1.63194,1.63194,0.024,0,0,1.73849,0.53211,0.519,0.53211,0.519,-2.21062,-2.16184,0.75396,-1.54005,32.39276,31.98646,5.92539,5.92539
1229,perShare,BVB.DE,3.85861,3.83079,1.20038,1.17337,0.60735,0.08851,0.058,0.06,0.06,1.23183,0.19,0.02119,0.19,0.02119,0.19,0.02119,0.19,-0.10688,5.34814,4.96699,2.07879,1.18173
1230,perShare,BST,32.45043,32.45043,,,0,0,1.46716,1.89578,1.8155,-0.16211,9.56304,9.65053,9.56304,9.65053,9.56304,9.65053,9.56304,-0.26324,0.12442,0.12442,32.45043,32.45043
1232,perShare,BLD.AX,4.97572,4.94502,0.50016,0.50304,0.17998,0.07327,0.22948,0.265,0.23,0.81014,0.18305,0.13844,0.18248,0.13796,0.23163,0.14656,0.20723,-0.02075,4.93235,4.9598,2.09872,2.09173
1233,perShare,BHIP.BA,7.79067,7.79067,1.46513,1.47065,12.63514,12.63514,,,0,1.33982,1.21315,1.2126,1.21315,1.2126,1.21315,1.2126,1.16155,11.3136,15.33589,15.4814,7.68429,7.68429
1234,perShare,BEN.AX,11.45623,11.32323,0.75145,0.74782,2.73122,5.03946,0.684,0.7,0.66,1.16399,0.77055,0.64999,0.69682,0.59206,0.69682,0.59206,0.70156,1.34597,2.76024,2.7851,8.02726,8.09771
1235,perShare,BEIJ-B.ST,33.84186,33.84186,10.18394,10.17609,6.28255,6.28255,2.04999,1.75,1.75,12.99094,6.82461,6.82456,6.78,6.79607,6.78,6.79607,6.7296,6.87707,116.3403,116.3403,16.97789,16.97789
1237,perShare,BBVA.MC,7.32112,7.32112,0.8935,0.8935,9.34988,9.34988,0.21372,0.26,0.26,1.77677,0.52813,0.47919,0.52813,0.47919,0.52813,0.47919,0.70535,-1.76625,4.65162,4.74474,6.27443,6.27443
1239,perShare,AUROPHARMA.NS,237.0782,,51.75395,59.4999,33.33125,,2.45,2.5,2.5,78.48093,40.36011,43.80013,40.35817,43.79821,40.35817,43.79821,41.76212,,333.8855,379.3898,184.0378,
1242,perShare,AU8U.SI,1.54968,1.54968,0.15599,0.15576,0.11573,0.11573,0.10135,0.099,0.099,0.14929,0.15455,0.15449,0.15387,0.15396,0.15387,0.15396,0.15694,0.03653,0.22155,0.22122,1.54968,1.54968
1243,perShare,ASX.AX,20.22984,19.09139,2.78857,2.83122,63.38123,61.43387,2.0646,2.287,2.307,4.49968,2.54163,2.56363,2.54163,2.56363,2.54163,2.56363,2.54163,-2.31725,5.6541,5.67948,7.5317,6.29096
1244,perShare,ASR.TO,4.08767,4.08767,1.09672,1.0962,0.92381,0.92381,,,0,1.17164,0.55163,0.55159,0.54527,0.54795,0.54527,0.54795,0.59774,1.05327,2.2049,2.20385,4.08767,4.08767
1247,perShare,AREXMIS.BO,64.97386,,16.5221,15.2494,1.00336,,1.8,2,2,25.02509,6.37055,2.96329,6.37055,2.96329,6.37055,2.96329,5.74458,,102.8525,119.2827,64.95112,
1248,perShare,AR.TO,4.19092,4.19092,-0.37223,-0.36956,0.30617,0.30617,,,0,0.59834,-0.73859,-0.73404,-0.73859,-0.73514,-0.73859,-0.73514,-0.02949,0.18143,2.13333,2.11801,4.19092,4.19092
1249,perShare,AQUA.OL,7.09447,7.09447,1.82188,2.05715,1.63716,1.63716,,,0.24723,0.07585,1.69201,2.3508,1.69201,2.3508,1.69201,2.3508,1.69201,-0.60491,10.3103,11.64198,5.15114,5.15114
1251,perShare,APLN.JK,457.6833,499.1521,20.1228,2.53243,43.68697,48.72703,,,0,45.01877,1.52635,-11.03197,1.52635,-11.03197,1.52635,-11.03197,1.51603,20.43042,260.0279,214.5258,456.1168,497.5856
1254,perShare,ANA.MC,62.8227,62.8227,18.00892,16.9289,43.10123,43.10123,,,0,23.20549,6.46007,6.45984,6.46007,6.45984,6.46007,6.45984,6.34491,9.43506,132.0859,131.0598,48.74464,48.74464
1255,perShare,AMXL.MX,2.69543,2.69543,3.47133,3.47211,1.12553,1.12553,0.362,0.35,0.35,4.75244,1.02568,1.02589,1.02568,1.02589,1.02568,1.02589,1.02568,0.87851,15.2548,15.25824,-1.51747,-1.51747
1256,perShare,AMS.MC,8.77562,8.77562,4.28144,4.2868,1.33473,1.33473,1.065,1.3,1.3,5.2262,2.58372,2.58381,2.58372,2.58381,2.58372,2.58381,2.63675,1.3008,12.92928,12.94545,-9.43521,-9.43521
1257,perShare,AMP.AX,1.42637,1.42637,-0.67021,,1.33216,1.33216,0.198,0,0,0.4467,-0.79452,-0.83725,-0.79452,-0.83725,-0.79452,-0.83725,-0.14042,-2.98905,7.6161,7.6161,1.16898,1.16898
1261,perShare,AKER.OL,296.356,260.4594,40.75004,20.59715,131.7646,145.4447,15.3,22.5,22.5,51.33132,6.3003,-13.65301,6.3003,-13.65301,12.19674,-4.96752,8.91889,-88.98506,567.6061,607.9793,148.5685,102.6003
1267,perShare,AGI.TO,9.63309,9.63309,0.95495,0.97965,0.73482,0.73482,0.03914,0.05591,0.05591,1.08574,0.34427,0.34416,0.3414,0.34098,0.3414,0.34098,0.32207,-0.06671,2.4268,2.42376,9.63309,9.63309
1268,perShare,AGF-B.TO,11.81359,11.71673,0.6539,0.80174,0.93133,0.65274,0.358,0.32,0.32,0.57523,0.6078,0.74828,0.60068,0.7403,0.60068,0.7403,0.75145,0.43878,4.936,5.01958,-0.21428,-0.26085
1269,perShare,AFK.OL,1454.739,1454.739,162.2857,158.3605,950.0711,950.0711,,56,56,210.9987,32,32,32,32,32,32,34.67429,71.37377,2174.629,2122.031,1101.426,1101.426
1271,perShare,ADW-A.TO,5.31265,5.70654,0.78605,0.908,,,0.15227,0.17838,0.185,1.32253,0.49701,0.55673,0.49701,0.55673,0.49701,0.55673,0.51905,0.13503,8.64176,8.60681,3.71558,4.04827
1273,perShare,ADRO.JK,1903.755,1903.755,391.2563,398.1869,807.6674,807.6674,,,76.56425,521.2407,206.348,206.1848,191.982,196.0632,191.982,196.0632,217.1225,120.3324,1642.183,1671.136,1507.218,1507.218
1274,perShare,ACD.TO,10.77144,10.77144,0.75211,0.75211,0.78897,0.78897,0.358,0.36,0.36,2.70682,0.76132,0.76441,0.76103,0.76403,0.76103,0.76403,0.56798,-5.99825,6.63447,6.63448,8.78115,8.78115
1276,perShare,ABEV3.SA,3.89563,3.89563,1.06283,1.05346,0.75749,0.75749,0.56132,0.4906,0.4906,1.33123,0.74901,0.74906,0.74233,0.74239,0.74233,0.74239,0.75369,0.34298,3.31462,3.31599,1.26903,1.26903
1280,perShare,AAL.L,14.56336,14.56336,4.72645,4.72645,3.72674,3.72674,0.50097,0.8779,0.8779,5.88439,2.26191,2.26103,2.22491,2.22415,2.22491,2.22415,2.5053,0.93965,18.73645,18.73645,12.75079,12.75079
1286,perShare,YAL.AX,4.66587,4.66587,1.00555,1.00526,0.72855,0.72855,,0.3156,0.3156,1.31387,0.54453,0.54453,0.54401,0.54347,0.54401,0.54347,0.51564,0.56654,3.5183,3.51726,4.59241,4.59241
1287,perShare,XTD.AX,0.02362,0.02528,-0.00502,0.00361,0.01659,0.01645,,,0,0.00382,-0.01036,-0.00041,-0.01036,-0.00071,-0.01036,-0.00071,-0.00612,0.00383,0.02198,0.01894,0.02175,0.02388
1293,perShare,VBG-B.ST,97.09227,97.09227,16.48936,16.48936,18.89694,18.89694,3.3503,5,5,21.90849,11.97808,11.97809,11.97808,11.97809,11.97808,11.97809,11.97808,8.81459,148.9922,148.9922,19.48484,19.48484
1294,perShare,UUL.AX,0.06185,0.05747,-0.01938,-0.01509,0.00988,0.00376,,,0,-0.00985,-0.0194,-0.01547,-0.0194,-0.01547,-0.0194,-0.01547,-0.0194,-0.0009,0.0012,0.01805,0.06185,0.05747
1296,perShare,UOS.AX,1.06416,1.06416,0.10174,0.10174,0.27517,0.27517,0.028,0.025,0.025,0.13717,0.0632,0.06327,0.0632,0.06327,0.0632,0.06327,0.06489,0.13207,0.36669,0.36669,1.06408,1.06408
1297,perShare,UCM.AX,0.02534,0.02133,-0.00767,-0.01292,0.00878,0.01013,,,0,-0.01264,-0.01011,-0.01612,-0.01011,-0.01612,-0.01011,-0.01612,-0.01011,-0.01379,0.02611,0.02389,0.01839,0.01546
1298,perShare,UBI.AX,0.25563,0.25563,-0.0188,-0.0188,0.17024,0.17024,,,0,-0.05009,-0.02731,-0.02731,-0.02731,-0.02731,-0.02731,-0.02731,-0.02731,0.12921,0.03886,0.03886,0.16593,0.16593
1299,perShare,TZN.AX,0.01753,0.01753,-0.00271,-0.00273,0.00298,0.00045,,,0,-0.00153,-0.00266,-0.00268,-0.00266,-0.00268,-0.00266,-0.00268,-0.00266,-0.00222,0,0,0.01753,0.01753
1300,perShare,TWE.AX,5.0438,5.13289,0.72375,0.75155,0.55875,0.46615,0.25951,0.38,0.4,1.1605,0.58392,0.57257,0.58108,0.57015,0.58108,0.57015,0.59077,0.11868,3.99343,4.01106,3.42539,3.49707
1303,perShare,TGS.AX,-0.08097,-0.10182,-0.03226,-0.05349,0.00427,0.00149,,,0,-0.01638,-0.03568,-0.05351,-0.03568,-0.05351,-0.03568,-0.05351,-0.02133,-0.00309,0.08758,0.06031,-0.08097,-0.10182
1305,perShare,STB.OL,71.42447,71.42447,6.2018,5.90813,,,2.06,3.25,3.25,4.20143,4.42802,4.42433,4.42802,4.42433,4.42802,4.42433,4.48822,-1.79021,182.4507,182.3854,58.10173,58.10173
1306,perShare,SSHIP.OL,0.97553,1.03665,0.31095,0.36412,0.07319,0.10086,0.02,0.1,0.1,0.46323,0.27536,0.3046,0.27536,0.3046,0.27536,0.3046,0.27536,-0.05008,3.45084,3.80185,0.57507,0.57707
1311,perShare,SKA-B.ST,80.00805,80.00805,22.04879,22.04087,21.25108,37.7076,6,0,0,28.52206,14.68394,14.67333,14.61759,14.60858,14.61759,14.60858,19.47938,8.13116,418.9342,418.7839,68.04718,68.04718
1312,perShare,SIQ.AX,2.14559,2.14559,0.85441,0.67096,0.30736,0.30736,0.3218,0.43,0.43,0.9131,0.4767,0.4767,0.47582,0.47582,0.47582,0.47582,0.48118,0.1214,1.93456,1.93456,-0.27249,-0.27249
1314,perShare,SHV.AX,4.34529,4.34529,0.76539,0.75706,0.12104,0.12104,,0.32,0.32,0.93763,0.55503,0.55487,0.55304,0.55242,0.55304,0.55242,0.48233,0.29113,3.11321,3.11321,3.60088,3.60088
1315,perShare,SEN.AX,0.01825,0.0173,0.00025,0.00067,0.01653,0.01343,,0,0,0.00365,-0.00043,2e-05,-0.00043,2e-05,-0.00043,2e-05,-0.00043,0.00347,0.02002,0.02064,0.01807,0.00978
1316,perShare,SDF.AX,1.28048,1.32712,0.19954,0.0734,0.14693,0.22788,0.068,0.085,0.089,0.26815,0.13161,-0.00698,0.13118,-0.00721,0.13118,-0.00721,0.13118,0.19251,0.87232,0.96298,-0.1554,-0.00843
1318,perShare,SBM.AX,1.80697,1.85275,0.41671,0.34613,1.26528,0.11321,0.05061,0.07874,0.08,0.45439,0.26991,0.17163,0.26842,0.17071,0.26842,0.17071,0.27346,0.03664,1.22961,1.11306,1.80697,1.85275
1323,perShare,SAAB-B.ST,154.484,154.484,28.40305,28.40305,56.27928,56.27928,4.74858,4.7,4.7,35.24994,14.88232,14.89102,14.80632,14.811,14.80632,14.811,14.72512,-11.99887,264.565,264.565,75.75623,75.75623
1324,perShare,RBX.AX,-0.07302,-0.09055,-0.03204,,0.00854,0.00129,,,0,-0.02688,-0.03225,-0.03737,-0.03225,-0.03737,-0.03225,-0.03737,-0.03069,-0.02846,0.00556,0.00412,-0.07302,-0.09055
1326,perShare,RO.SW,38.26673,38.26673,21.2963,21.2963,13.85675,13.85675,8.46,9,9,28.41319,15.76752,15.76753,15.61921,15.62425,15.61921,15.62425,18.28071,11.35069,71.1412,71.1412,13.94439,13.94439
1327,perShare,RMS.PA,63.02888,63.02888,18.70348,17.77349,42.07171,42.07171,4.15,5,5,25.84638,14.66135,14.66137,14.54662,14.54638,14.54662,14.54638,14.72817,10.68675,65.52166,65.52166,61.10676,61.10676
1330,perShare,RIO.AX,40.55515,40.55515,11.21741,11.21741,10.64508,10.70311,4.40575,6.47799,6.47763,19.72826,7.97049,7.96975,7.91225,7.91153,7.91225,7.91153,11.74292,-0.89889,42.63822,42.63822,36.99412,36.99412
1331,perShare,RIGO.BA,12.35875,12.61888,1.11232,0.75881,0.09899,0.11494,0.27,0.275,0.10313,2.93052,0.59492,-0.81228,0.59492,-0.81228,0.59492,-0.81228,0.59492,-4.67727,14.80619,22.88684,12.35875,12.61888
1333,perShare,PYC.AX,0.00253,0.01091,-0.00165,-0.00204,0.00248,0.01004,,,0,-0.00308,-0.00171,-0.00213,-0.00171,-0.00213,-0.00171,-0.00213,-0.00171,-0.00261,0,0,0.00253,0.00922
1334,perShare,PTBA.JK,1631.607,1631.607,440.5465,440.5465,441.1257,441.1257,,,0,529.7126,371.4078,372.5944,371.4078,372.5944,371.4078,372.5944,371.4078,279.2832,1994.65,1994.65,1622.485,1622.485
1335,perShare,PSA.AX,-0.08132,-0.08132,-0.09104,-0.09104,0.00262,0.00262,,,0,-0.01741,-0.10194,-0.10394,-0.10194,-0.10394,-0.10194,-0.10394,-0.04405,-0.02431,0.00458,0.00458,-0.08132,-0.08132
1336,perShare,PPT.AX,14.32624,14.24336,2.88819,2.86553,11.94379,10.76106,2.57,2.5,2.3,3.9872,2.50894,2.3163,2.46278,2.27266,2.46278,2.27266,2.46278,0.52348,11.03418,10.99527,6.84599,6.23349
