,metricType,symbol,metric.bookValuePerShareAnnual,metric.bookValuePerShareQuarterly,metric.cashFlowPerShareAnnual,metric.cashFlowPerShareTTM,metric.cashPerSharePerShareAnnual,metric.cashPerSharePerShareQuarterly,metric.dividendPerShare5Y,metric.dividendPerShareAnnual,metric.dividendsPerShareTTM,metric.ebitdPerShareTTM,metric.epsBasicExclExtraItemsAnnual,metric.epsBasicExclExtraItemsTTM,metric.epsExclExtraItemsAnnual,metric.epsExclExtraItemsTTM,metric.epsInclExtraItemsAnnual,metric.epsInclExtraItemsTTM,metric.epsNormalizedAnnual,metric.freeCashFlowPerShareTTM,metric.revenuePerShareAnnual,metric.revenuePerShareTTM,metric.tangibleBookValuePerShareAnnual,metric.tangibleBookValuePerShareQuarterly
2664,perShare,UBI.MI,10.30716,10.30716,0.44397,0.4583,11.10883,11.10883,0.11394,0.13,0.13,0.5336,0.22129,0.22106,0.22129,0.22106,0.22129,0.22106,0.23234,-0.02674,3.77043,3.78802,8.77425,8.77425
2665,perShare,TV.TO,0.80404,0.80404,0.08609,0.0861,0.0432,0.0432,,,0,0.18627,-0.05822,-0.05823,-0.05822,-0.05823,-0.05822,-0.05823,-0.04551,0.05994,0.67295,0.67302,0.80404,0.80404
2666,perShare,TSL.TO,1.68749,1.68749,0.03571,0.03567,0.03146,0.03146,0.102,0.08,0.08,0.28344,-0.17873,-0.17929,-0.17873,-0.17929,-0.17873,-0.17929,-0.17884,0.75496,6.90148,6.8928,1.68749,1.68749
2668,perShare,TPH.TO,-1.06673,0.38881,-0.59573,-0.7676,0.61917,0.34479,,,0,0.63331,-1.26695,-1.50431,-1.26695,-1.50431,-1.26695,-1.50431,-0.55253,-0.00299,6.58038,3.44114,-1.16444,0.36227
2670,perShare,TML.TO,0.49456,0.45518,-0.03414,-0.03379,0.01654,0.00249,,,0,-0.01391,-0.03447,-0.0337,-0.03447,-0.0337,-0.03447,-0.0337,-0.03095,-0.04337,1e-05,1e-05,0.49456,0.45518
2671,perShare,TMD.TO,0.27566,-0.71314,-1.92583,-2.76426,0.74985,0.0494,,,0,-3.74551,-1.9283,-3.00434,-1.9283,-3.00434,-1.9283,-3.00434,-1.9283,-3.26589,0,0,0.19902,-0.77643
2674,perShare,TEI.TO,-0.28575,0.07704,-1.427,0.15814,0,,,,0,-0.00643,-2.38856,-0.73591,-2.38856,-0.73591,-2.38856,-0.73591,-1.5339,-0.03062,2.27044,0.25485,-0.28575,0.07704
2680,perShare,SPN.V,0.05734,0.04589,-0.0074,-0.00221,0.00985,0.00496,,,0,-0.00183,-0.0206,-0.01553,-0.0206,-0.01553,-0.0206,-0.01553,-0.0206,-0.00371,0.08084,0.06555,0.00762,0.00131
2685,perShare,SLCT,11.60798,11.60798,0.82095,0.82097,1.04255,1.04255,,,0,1.15344,0.68545,0.68511,0.68378,0.68348,0.68378,0.68348,0.70037,0.62834,2.74397,2.74402,10.17924,10.17924
2689,perShare,SAH.V,0.04418,0.04301,-0.00212,-0.00161,0.0328,0.03173,,,0,-0.00205,-0.00231,-0.0018,-0.00231,-0.0018,-0.00231,-0.0018,-0.00231,-0.00156,0.00055,0.00057,0.04418,0.04301
2690,perShare,RX.V,1.9064,1.9064,0.33424,0.33408,1.624,1.624,,,0,0.47729,0.31332,0.31435,0.31332,0.3143,0.31332,0.3143,0.3598,0.30581,1.53632,1.53559,1.83077,1.83077
2691,perShare,RSI.TO,2.72137,2.783,0.10528,0.13292,0.00271,0.0249,0.31166,0.36,0.36,0.89608,-0.07778,-0.05335,-0.07778,-0.04086,-0.07778,-0.04086,0.23175,0.02798,7.56489,7.28705,-0.31481,-0.44514
2692,perShare,RNW.TO,8.53916,8.53916,1.20076,1.19962,0.30497,0.30497,0.90913,1.01829,1.01829,1.02176,0.67803,0.67769,0.67803,0.67769,0.67803,0.67769,0.68529,0.29896,1.68939,1.6878,8.10994,8.10994
2697,perShare,PSK.TO,10.66366,10.66366,1.00256,1.00289,,,0.89148,0.78,0.78,1.00032,0.47688,0.47681,0.47607,0.47616,0.47607,0.47616,0.47607,0.07481,1.14701,1.14738,5.02874,5.02874
2701,perShare,PIF.TO,18.87537,18.87537,3.16816,3.10772,2.94065,2.94065,,0.85014,0.85014,4.98927,1.30788,1.49132,1.25975,1.2403,1.25975,1.2403,1.94732,-1.08424,6.19197,6.07386,16.5589,16.5589
2703,perShare,PEX.V,0.04861,0.0356,,-0.01328,0.03908,0.02633,,,0,-0.00784,0.01228,0.01155,0.01225,0.01133,0.01225,0.01133,-0.01722,-0.01982,0,0,0.04861,0.0356
2707,perShare,NXJ.TO,0.63404,0.33547,-0.17123,-0.30354,0.51874,0.3312,,,0,-0.28499,-0.18938,-0.34284,-0.18938,-0.34284,-0.18938,-0.34284,-0.16981,-0.22846,1.09189,0.9172,0.551,0.24852
2709,perShare,NWIN,38.85017,38.85017,4.36576,4.10102,6.07335,6.07335,1.136,1.22,1.22,4.90487,3.53191,3.52535,3.53191,3.52535,3.53191,3.52535,4.07052,1.11862,15.71593,15.7179,35.63184,35.63184
2710,perShare,NVX.V,0.09391,0.08966,,,0.02059,0.01109,,,0,-0.02046,-0.089,-0.07849,-0.089,-0.07849,-0.089,-0.07849,-0.089,-0.03606,0,0,0.09391,0.08966
2713,perShare,NISP.JK,1205.681,1205.681,136.8628,136.8628,446.5793,446.5793,,,0,225.4182,128.0977,128.0977,128.0977,128.0977,128.0977,128.0977,128.7852,193.3632,364.1359,364.3562,1205.681,1205.681
2714,perShare,NFI.TO,18.52802,18.52802,3.93596,3.93804,0.64012,0.64012,1.26524,1.8421,1.8267,6.32471,1.55083,1.54524,1.54612,1.54387,1.31862,1.31806,1.54541,-0.35273,66.12661,66.1615,-9.8245,-9.8245
2715,perShare,NCF.TO,0.13751,0.12782,-0.00838,-0.00814,0.00656,0.00861,,,0,-0.00834,-0.00806,-0.00784,-0.00806,-0.00784,-0.00806,-0.00784,-0.00806,-0.00888,0,0,0.13751,0.12782
2717,perShare,MTNB,0.20258,0.20258,-0.12375,-0.12384,0.17024,0.17024,,,0,-0.12815,-0.12602,-0.12672,-0.12602,-0.12672,-0.12602,-0.12672,-0.13295,-0.09992,0.00062,0.00062,0.17589,0.17589
2718,perShare,MSV.TO,1.64879,0.76349,-0.00194,-1.0189,0.52248,0.51708,,,0,-0.02936,-0.00082,-0.82021,-0.00082,-0.82021,-0.00082,-0.82021,-0.02584,-0.03126,0,0,1.64879,0.76349
2719,perShare,MLR.V,-1.03378,-0.96463,-1.06898,-0.77283,0.00157,0.06973,,,0,-0.37431,-1.1036,-2.54389,-1.1036,-2.54389,-1.1036,-2.68602,-0.53227,-0.30571,0.19001,0.1841,-1.03378,-0.96463
2721,perShare,MAW.TO,0.22402,0.19954,-0.02504,-0.02328,0.01292,0.03981,,,0,-0.02346,-0.0252,-0.02383,-0.0252,-0.02383,-0.0252,-0.02383,-0.0252,-0.05277,0,0,0.22402,0.19954
2723,perShare,LPBC,9.57092,10.1234,,,0.36273,2.15496,,,,,0.08,-0.45,0.08,-0.45,0.08,-0.45,0.08,,3.69391,3.62152,9.57092,10.1234
2724,perShare,KRN.TO,0.26855,0.26855,-0.07201,-0.07337,0.17831,0.17831,,,0,-0.05332,-0.07329,-0.08095,-0.07329,-0.08095,-0.07329,-0.08095,-0.05005,-0.07375,0,0,0.26855,0.26855
2725,perShare,KER.TO,0.00539,0.00405,-0.03182,-0.02856,0.0016,0.00056,,,0,-0.0183,-0.0335,-0.03017,-0.0335,-0.03017,-0.0335,-0.03017,-0.03363,-0.01907,0,0,0.00539,0.00405
2726,perShare,KEL.TO,4.9155,4.9155,0.88117,0.88353,0.04455,0.04455,,,0,0.99548,0.03566,0.03578,0.03553,0.03562,0.03553,0.03562,0.00946,-0.86115,2.02792,2.03336,4.9155,4.9155
2727,perShare,K29.SI,0.388,0.37696,0.03804,0.03374,0.06445,0.05763,0.03118,0.02507,0.02185,0.03726,0.0277,0.02267,0.02769,0.02266,0.02769,0.02266,0.02755,0.0944,1.54346,1.54947,0.3862,0.37517
2728,perShare,J37.SI,32.26775,32.26775,,6.42161,5.08151,5.08151,0.32,0.355,0.355,8.71922,3.8617,3.8617,3.8617,3.8617,3.8617,3.8617,3.91268,5.94154,57.91667,57.86537,29.83754,29.83754
2729,perShare,IZN.V,0.0831,0.07989,,,0.0055,0.00258,,,0,-0.00237,-0.00425,-0.00255,-0.00425,-0.00255,-0.00425,-0.00255,-0.00425,-0.00685,0,0,0.0831,0.07989
2731,perShare,INE.TO,4.33543,4.33543,1.00708,1.00709,1.12064,1.12064,0.66,0.7,0.7,3.03865,-0.39853,-0.38809,-0.39853,-0.38809,-0.25237,-0.24075,-0.36091,-5.28135,4.13672,4.13676,-0.99357,-0.99357
2736,perShare,HNL.TO,1.46155,1.46155,-0.22768,-0.22749,,,0.132,0.08,0.08,0.16396,-0.51356,-0.51264,-0.51356,-0.51264,-0.51356,-0.51264,-0.17882,-0.23,2.77473,2.77241,1.3296,1.3296
2737,perShare,HE.TO,-0.02117,-0.02413,-0.08044,-0.07957,0.00312,0.0027,,,0,-0.00281,-0.08927,-0.08796,-0.08927,-0.08796,-0.09004,-0.09005,-0.0158,0.00886,0.05515,0.05565,-0.02118,-0.02414
2739,perShare,GXO.TO,5.11895,5.03962,0.38486,0.40794,,,,0.263,0.056,0.31582,0.02196,0.15378,0.02155,0.1453,0.02155,0.1453,0.02155,0.04992,0.92891,0.73902,5.11895,5.03962
2746,perShare,FNWB,16.4794,16.4794,1.06862,1.07158,1.25973,1.25973,,0.13,0.13,1.63395,0.91559,0.9182,0.90838,0.91117,0.90838,0.91117,0.93656,1.23862,4.52247,4.53501,16.39824,16.39824
2747,perShare,FLUX.BR,9.43131,9.43131,3.23713,3.23713,6.08011,6.08011,0.8738,0.91,0.91,4.17486,0.9891,0.9891,0.9891,0.9891,0.9891,0.9891,0.9946,1.32392,7.55715,7.55716,8.95562,8.95562
2751,perShare,ERF.TO,6.63629,6.63629,0.41978,0.41627,0.68389,0.68389,0.238,0.13,0.13,2.87503,-1.12271,-1.20572,-1.12271,-1.21384,-1.12271,-1.21384,0.14485,0.15023,5.42422,5.37884,5.76134,5.76134
2752,perShare,ERD.TO,0.10458,0.10458,-0.01485,-0.01485,0.02673,0.02673,,,0,-0.01498,-0.01503,-0.015,-0.01503,-0.015,-0.01503,-0.015,-0.01503,-0.04705,0,0,0.10458,0.10458
2756,perShare,EIL.V,-0.32258,-0.31729,-0.46564,-0.40303,0.00133,0.04012,,,0,-0.0892,-0.5312,-0.46888,-0.5312,-0.46888,-0.5312,-0.48737,-0.47967,-0.21028,1.4836,1.11983,-0.36136,-0.35088
2758,perShare,EFX.TO,14.95618,14.95618,2.66066,2.96865,1.07333,1.07333,0.387,0.43,0.43,3.85758,1.69436,1.69334,1.69042,1.68946,1.69042,1.68946,1.68804,-2.74955,22.80044,22.79051,8.3104,8.3104
2759,perShare,EFH.TO,7.45218,7.45218,0.00994,0.00989,5.90777,5.90777,,,0,0.55178,-0.01061,-0.01047,-0.01061,-0.01069,3.81038,3.71538,-0.01061,-20.54604,2.95328,2.93708,7.45218,7.45218
2760,perShare,DXI.TO,-0.07898,-0.02149,-0.10108,-0.06504,0.00025,0.00015,,,0,-0.00846,-0.11227,-0.09828,-0.11227,-0.09828,-0.11227,-0.09828,-0.03785,-0.0207,0.01683,0.00664,-0.07898,-0.02149
2763,perShare,DNT.TO,0.48872,0.45362,-0.00243,-0.00485,6e-05,9e-05,,,0,-0.00378,-0.00264,-0.00502,-0.00264,-0.00502,-0.00264,-0.00502,-0.00343,-0.00531,0,0,0.48872,0.45362
2764,perShare,DNG.TO,2.03926,2.16783,0.25411,0.28913,0.49933,0.444,,0.02079,0.04252,0.41806,0.17234,0.19906,0.16943,0.20005,0.16943,0.20005,0.16957,0.10859,3.67759,3.76162,2.03926,2.16783
2766,perShare,DBCORP.BO,104.45,,20.76189,23.47217,7.5903,,5.3,6,10.5,29.02462,15.32149,17.21276,15.30608,17.18197,15.30608,17.18197,15.34159,,137.6503,129.8838,98.73529,
2767,perShare,CYB.TO,45.65512,51.65976,,,0.89459,3.01039,,,0,4.2228,0.95719,2.25929,0.95719,2.25929,0.95719,2.25929,0.95719,0.99078,6.73798,4.81345,45.65512,51.65976
2768,perShare,CXI.TO,14.65043,14.65117,0.93972,1.12847,13.88727,15.75455,,,0,1.55509,0.64623,0.71945,0.65177,0.71493,0.65177,0.71493,0.65095,3.72266,9.22806,9.53964,13.51313,13.53791
2769,perShare,CWX.TO,4.20205,4.20205,0.75957,0.75958,,,0.588,0.7,0.7,1.1086,0.22157,0.22154,0.22157,0.22154,0.22157,0.22154,0.22574,0.21955,17.16794,17.16803,1.30706,1.30706
2773,perShare,CNE.TO,1.91002,1.91002,0.69535,0.69492,0.32448,0.32448,,0.05673,0.05673,1.18076,0.2722,0.2707,0.26898,0.26697,0.26898,0.26697,0.26898,0.04152,1.90139,1.90022,1.91002,1.91002
2775,perShare,CHW.TO,8.83512,8.83512,0.92192,0.9218,0.67898,0.67898,0.817,0.84,0.84,1.29757,0.71654,0.71659,0.70525,0.70529,0.70525,0.70524,0.70525,-7.53379,7.69783,7.69685,5.30151,5.30151
2776,perShare,CCA.TO,44.52224,45.68034,16.83002,17.12117,11.26326,10.9551,1.691,2.05,2.1,22.55256,6.88774,7.10452,6.83086,7.04028,8.34542,8.62413,7.01235,21.99174,46.85176,47.06629,-40.97439,-39.63131
2777,perShare,CAL.TO,14.27229,14.27229,7.22944,7.23327,1.23522,1.23522,,0.38965,0.38965,4.06994,5.61449,5.47557,5.53965,5.14994,5.53965,5.14994,4.94743,-0.7069,9.48879,9.4938,14.27229,14.27229
2778,perShare,BZU.MI,17.94993,17.94993,3.2454,3.20959,4.07893,4.07893,0.114,0.15,0.15,3.62623,1.93822,1.92291,1.93822,1.92291,1.93822,1.92291,1.93822,1.44958,16.18964,16.00437,14.58989,14.58989
2780,perShare,BT-A.L,1.02461,1.0365,0.57193,0.61031,0.4918,0.42589,0.1452,0.154,0.154,0.76364,0.21782,0.21979,0.21644,0.21739,0.21644,0.21739,0.28421,0.01569,2.35178,2.32371,-0.42508,-0.38941
2781,perShare,BSDE.JK,1514.517,1514.517,169.2967,169.2967,508.0163,508.0163,,,0,137.6659,147.0039,147.0039,147.0039,147.0039,147.0039,147.0039,147.9559,22.55977,373.109,373.109,1428.189,1428.189
2782,perShare,BRY.TO,0.84239,0.80717,-0.34649,-0.18425,,,,,0,0.11147,-0.39105,-0.25615,-0.39105,-0.25615,-0.39105,-0.25615,-0.32045,0.86087,5.07593,4.10188,0.84239,0.80717
2783,perShare,BRW.L,1.1139,1.1139,0.2034,0.2034,0.7575,0.7575,0.1456,0.164,0.164,0.25948,0.17002,0.1699,0.16612,0.166,0.16612,0.166,0.17498,-0.01612,1.17198,1.17198,0.72717,0.72717
2786,perShare,BRMS.JK,203.3936,203.7465,-26.84851,-2.03824,2.1429,0.21851,,,0,-0.25313,-27.0165,-2.2785,-27.0165,-2.2785,-27.0165,-2.2785,-27.0165,-8.15731,0.30867,0.90369,203.3936,203.7465
2787,perShare,BRM.V,0.33354,0.35051,0.12099,0.13712,0.10218,0.1382,,,0,0.04441,0.12068,0.13387,0.11969,0.13387,0.11969,0.13387,0.11969,0.04639,0.62418,0.70717,0.33354,0.35051
2788,perShare,BR.TO,5.13906,5.13906,0.05772,0.05779,0.0507,0.0507,,,0,-0.25376,-0.41853,-0.41852,-0.41853,-0.42106,-0.41853,-0.42106,-0.41853,-0.31055,6.10932,6.10121,4.80833,4.80833
2789,perShare,BOY.TO,6.97448,7.04163,1.12494,1.20278,1.05645,0.74206,,,0,0.95912,1.06922,1.12295,1.06922,1.12295,1.06922,1.12295,1.05949,-0.08738,22.02406,23.56078,6.97448,7.04163
2792,perShare,BNP.TO,4.4103,4.4103,-0.64111,-0.63293,,,,,0.01,0.59534,-1.48205,-1.4742,-1.48205,-1.47455,-1.48205,-1.47455,-0.7475,-0.02055,1.34916,1.33194,4.4103,4.4103
2794,perShare,BMY.L,1.90815,1.90087,0.18353,0.19368,0.36613,0.2667,0.06934,0.0796,0.0803,0.23952,0.12372,0.12013,0.1225,0.1195,0.1225,0.1195,0.12871,0.04647,2.15476,2.10711,1.02156,1.0207
2795,perShare,BLX.TO,8.9152,8.9152,2.21843,2.17327,1.76231,1.76231,0.592,0.66,0.66,4.19517,-0.43044,-0.45342,-0.43044,-0.46578,-0.43044,-0.46578,-0.03587,0.81092,6.33521,6.20626,-0.23843,-0.29026
2797,perShare,BKSL.JK,171.1435,171.9849,6.92216,6.63396,4.55811,3.85265,,0,0,8.96799,6.07818,5.77531,6.07818,5.77531,6.07818,5.77531,6.07818,-4.27203,23.82985,19.12013,171.1071,171.9485
2799,perShare,BKM.V,2.04765,1.90501,-0.01892,-0.06469,0.03796,0.12022,,,0,-0.0651,-0.01913,-0.06473,-0.01913,-0.06473,-0.01913,-0.06473,-0.01913,-0.03324,0,0,2.04765,1.90501
2800,perShare,BKI.TO,-0.01317,-0.01317,-0.02281,-0.02282,0.00752,0.00752,,,0,-0.01901,-0.02284,-0.023,-0.02284,-0.023,-0.02284,-0.023,-0.02284,-0.01762,0,0,-0.01317,-0.01317
2802,perShare,BIR.TO,6.37607,6.37607,0.57905,0.57879,0.00026,0.00026,,0.105,0.105,1.25771,-0.22404,-0.22404,-0.22404,-0.22414,-0.22404,-0.22414,-0.21048,-0.01838,2.28213,2.28114,6.37607,6.37607
2804,perShare,BHEL.BO,88.6612,,4.09131,3.53952,21.52689,,1.18267,2,1.2,4.9255,2.7879,2.15491,2.7879,2.15491,2.7879,2.15491,2.78452,,83.67127,76.64916,88.38751,
2805,perShare,BGO.L,0.20792,0.20792,-0.00194,-0.00194,0.03801,0.03801,,,0,-0.00507,-0.03315,-0.03315,-0.03315,-0.03315,-0.03315,-0.03315,-0.03162,-0.01706,0.1321,0.1321,0.03531,0.03531
2806,perShare,BGEO.L,11.09704,11.09704,2.96225,2.96258,16.2769,16.2769,0.65069,0.65322,0.65322,3.3273,2.55559,2.55712,2.55022,2.55338,2.55022,2.55338,2.61794,,6.22734,6.24989,10.3734,10.3734
2808,perShare,BEI.DE,26.74379,26.74379,4.29858,4.29858,8.79115,8.79115,0.7,0.7,0.7,5.60359,3.16552,3.16612,3.16552,3.16612,3.16552,3.16612,3.53162,2.21763,33.74056,33.74056,24.1426,24.1426
2809,perShare,BDT.TO,3.00399,3.00399,0.59501,0.59501,4.40559,4.40559,0.544,0.39,0.2925,0.65955,0.22306,0.22306,0.22306,0.22306,0.22306,0.22306,0.22306,-1.60659,32.37324,32.37324,2.56009,2.56009
2810,perShare,BDMN.JK,4597.833,4597.833,447.5976,448.8075,1170.014,1170.014,,,0,889.2283,378.6878,378.882,378.6878,378.882,416.7832,416.9615,382.3511,-1113.452,2151.348,2179.688,4433.277,4433.277
2811,perShare,BDEV.L,4.78089,4.75989,0.72613,0.74399,0.94229,0.61545,0.2268,0.291,0.195,0.92394,0.73238,0.74317,0.72252,0.73159,0.72252,0.73159,0.72593,-0.07451,4.65056,4.76345,3.88786,3.86858
2814,perShare,BAIN.PA,25.38099,27.91045,1.54091,3.21606,4.85486,5.07569,0,0,0,3.82944,0.10511,1.02669,0.10511,1.02669,0.10511,1.02669,0.59661,-3.63614,21.47666,24.27386,25.04379,27.56024
2815,perShare,BABP.JK,75.40561,61.96822,4.34129,-0.42598,79.87635,46.96574,,,0,-0.54743,3.05305,-2.01423,3.05305,-2.01423,3.05305,-2.01423,3.03606,-17.6084,34.41965,27.73768,74.11026,60.99034
2818,perShare,5218.KL,0.87061,0.85796,-0.29672,-0.15695,0.50815,0.03607,,,0,-0.00131,-0.44906,-0.40389,-0.44906,-0.40389,0.03435,0.05879,-0.28562,-0.01778,0.75605,0.44994,0.36882,0.351
2822,perShare,0718.HK,0.64189,0.44037,-0.1034,-0.08594,0.26254,0.05698,,0,0,-0.05156,-0.10538,-0.08871,-0.10538,-0.08871,-0.10538,-0.08871,-0.09066,0.3892,0.78626,0.0256,0.6411,0.43957
2823,perShare,0494.HK,1.74283,1.74283,0.27826,0.27826,0.8462,0.8462,0.14165,0,0.00992,0.41488,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.04938,0.14163,10.54551,10.54551,-0.3441,-0.3441
2824,perShare,0316.HK,61.03342,61.03342,7.22534,7.22534,45.24026,45.24026,0.32291,0.72538,0.7239,9.69374,1.90739,1.90739,1.90739,1.90739,16.70682,16.70682,1.90739,6.58396,85.20368,85.20368,60.65161,60.65161
2825,perShare,0233.HK,-0.00714,-0.00785,-0.00125,-0.00102,0.00438,0.00673,,,,0.00019,-0.00232,-0.00184,-0.00232,-0.00184,-0.00232,-0.00184,-0.00232,,0.01506,0.01479,-0.00729,-0.00799
2826,perShare,0055.HK,3.66675,3.63886,-0.09413,0.00693,1.23027,1.25844,,,0,0.05757,-0.14951,-0.07023,-0.14951,-0.07023,-0.14951,-0.08346,-0.15018,-0.03703,2.33649,2.2577,3.65333,3.62544
2827,perShare,ZZZ.TO,8.33766,8.33766,2.94481,2.94597,1.20189,1.20189,0.568,0.77,0.77,4.07183,1.49585,1.49557,1.48595,1.4863,1.48595,1.4863,1.48595,1.80665,19.08668,19.09422,-3.73728,-3.73728
2828,perShare,ZEN.V,0.33491,0.32727,-0.036,-0.01987,0.01643,0.0181,,,0,-0.02486,-0.03608,-0.0202,-0.03608,-0.0202,-0.03608,-0.0202,-0.03643,-0.04592,0,0,0.33491,0.32727
2832,perShare,XBIO,2.83792,2.83792,-6.3297,-6.34843,1.70934,1.70934,,,0,-1.92258,-6.33116,-10.88387,-6.33116,-10.88387,-6.33116,-10.88387,-3.73179,-2.25012,0.00598,0.006,1.31402,1.31402
2833,perShare,WTE.TO,10.67842,10.67842,2.46167,2.46165,1.98361,1.98361,0.776,0.64,0.64,3.39531,2.08897,2.08918,2.08897,2.08918,2.08897,2.08918,2.09063,1.49426,5.92621,5.92618,5.1794,5.1794
2834,perShare,WRN.TO,0.46449,0.46449,,,0.01674,0.01674,,,0,-0.02396,-0.01695,-0.01725,-0.01695,-0.01725,-0.01695,-0.01725,-0.01695,-0.05729,0,0,0.46449,0.46449
2837,perShare,WJX.TO,15.83158,15.83158,4.5194,4.53756,0.15891,0.15891,0.99666,1,1,6.47696,1.97533,1.97517,1.93493,1.93574,1.93493,1.93574,2.13599,-2.00743,76.06934,76.12159,11.85528,11.85528
2840,perShare,WDO.TO,1.49647,1.49647,0.46462,0.46475,0.2584,0.2584,,,0,0.59689,0.29902,0.29875,0.29,0.28975,0.29,0.28975,0.29117,0.08764,1.16666,1.16699,1.49647,1.49647
2843,perShare,VPY.V,0.24682,0.06619,-0.32535,-0.25997,0.25657,0.10961,,,0,-0.25198,-0.33119,-0.28831,-0.33119,-0.28831,-0.33119,-0.28831,-0.33119,-0.22786,0.12137,0.18038,0.24682,0.06619
2846,perShare,VNP.TO,1.99275,1.99275,0.21811,0.20542,0.34088,0.34088,,,0,0.31368,0.03019,0.03049,0.03012,0.02633,0.03012,0.02633,0.02987,-0.12802,3.30722,3.30945,1.80604,1.80604
2848,perShare,VII.TO,15.53361,15.53361,3.8901,3.88871,0.02868,0.02868,,,0,4.2223,1.36621,1.36117,1.35954,1.35441,1.35954,1.35441,1.35954,0.33101,7.98651,7.98365,15.53361,15.53361
2850,perShare,VGN.V,0.1281,0.11386,-0.02659,-0.0228,0.07215,0.0615,,,0,-0.01101,-0.02743,-0.02431,-0.02743,-0.02431,-0.02743,-0.02431,-0.02743,-0.0087,0.00032,0.00136,0.1281,0.11386
2854,perShare,UR.TO,0.17665,-0.01109,-0.53496,-0.41734,0.01129,0.0413,,,0,-0.06335,-0.67258,-0.49351,-0.67258,-0.49351,-0.67258,-0.53241,-0.56524,-0.0373,0.1263,0.15006,-0.20177,-0.48473
2855,perShare,UCB.BR,37.32574,37.32574,6.01975,6.02509,7.59347,7.72074,,,0,7.6382,4.2197,4.21975,4.2197,4.21975,4.23039,4.23043,4.40539,1.9229,26.24228,26.24228,6.05039,6.05039
2860,perShare,TSG.V,0.15066,0.13826,-0.00494,-0.01528,0.00574,0.03179,,,0,-0.01166,-0.00495,-0.01529,-0.00495,-0.01529,-0.00495,-0.01529,-0.00495,-0.01333,0,0,0.15066,0.13826
2861,perShare,TRL.TO,-0.3647,-0.3647,3.29485,3.27483,0.44222,0.44222,,0.02152,0.02152,3.11403,0.07103,0.06791,0.06989,0.06232,0.06989,0.06232,-0.1088,-1.81277,17.07954,17.07987,-0.96892,-0.96892
2863,perShare,TPX-A.TO,9.56595,8.80271,2.17829,0.27925,0.16631,0.1464,0.416,0.56,0.58,4.02106,1.86467,0.28644,1.83721,0.27592,1.83721,0.27592,1.83721,0.41264,19.57752,19.48128,-8.856,-7.77087
2864,perShare,TOU.TO,28.7273,28.7273,4.31595,4.31653,,,,0.46,0.46,4.48521,1.17643,1.17609,1.17604,1.17592,1.17604,1.17592,1.15784,-0.90284,7.63788,7.63889,28.7273,28.7273
2865,perShare,TOG.TO,6.41252,6.41252,0.9358,0.92612,0.0024,0.0024,0.3218,0.285,0.285,1.36309,-0.16951,-0.16657,-0.16951,-0.1681,-0.16951,-0.1681,0.10646,0.2678,2.19599,2.17325,6.41252,6.41252
2868,perShare,TII.V,9.1835,9.89623,,0.56737,1.86824,1.00447,,,0.00536,0.7942,0.50002,0.99092,0.4994,0.99055,0.4994,0.99055,0.4994,-0.11649,3.08596,3.85673,9.1835,9.89623
2874,perShare,SRA.V,0.01574,0.01746,,,1e-05,4e-05,,,0,-0.00356,-0.00343,-0.00096,-0.00343,-0.00096,-0.00343,-0.00096,-0.00343,-0.00262,0,0,0.01574,0.01746
2875,perShare,SOLV.BR,148.5378,148.5378,,,0,0,3.57163,3.808,1.617,1.49854,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.66634,1.73438,1.73268,132.491,132.491
2876,perShare,SOI.V,0.17631,0.17489,-0.00555,-0.00301,0.00517,0.00472,,,0,-0.00668,-0.0057,-0.00372,-0.0057,-0.00372,-0.0057,-0.00372,-0.0053,-0.04279,0,0,0.17631,0.17489
2877,perShare,SNF.V,0.09795,0.09942,,,0.08692,0.07846,,,0,0.0054,0.00635,0.00527,0.00635,0.00521,0.00635,0.00521,0.00635,0.00175,0.35691,0.28247,0.09795,0.09942
2880,perShare,SII.TO,1.45273,1.45273,0.07232,0.07223,0.38637,0.38637,0.12,0.12,0.12,0.09165,0.05549,0.05542,0.05272,0.05267,0.05272,0.05267,0.05272,0.033,0.37477,0.37427,0.74021,0.74021
2883,perShare,SES.TO,4.98331,4.98331,0.81847,0.81656,0.05659,0.05659,0.25425,0.27,0.27,0.96453,0.01006,0.01024,0.00989,0.0091,0.00989,0.0091,0.00989,0.20219,18.98731,18.94288,4.65864,4.65864
2884,perShare,SDY.TO,2.38727,2.38727,0.64547,0.65221,,,,,0,0.63118,0.01941,0.01902,0.01917,0.01869,0.01917,0.01869,0.01495,0.24456,2.28379,2.3075,2.36391,2.36391
2886,perShare,SCL.TO,13.47287,13.47287,0.96323,0.96138,1.39985,1.39985,0.6,0.6,0.6,1.86615,-0.47465,-0.47444,-0.47465,-0.47747,-0.47465,-0.47747,0.4296,-0.46691,21.23534,21.19447,4.2199,4.2199
2887,perShare,SBW.V,0.10165,0.09339,0.00393,-0.03127,0.03839,0.01476,,,0,-0.01794,0.00391,-0.03213,0.00384,-0.03213,0.00384,-0.03213,0.00418,-0.0358,0,0,0.10165,0.09339
2888,perShare,SAB.MC,2.26803,2.26803,0.23081,0.21445,3.11994,3.11994,0.03736,0.02,0.02,0.41685,0.13864,0.13787,0.13864,0.13787,0.13864,0.13787,0.14955,,1.05405,0.99975,1.81724,1.81724
