,symbol,metric.netIncomeEmployeeAnnual,metric.revenueEmployeeAnnual,metric.receivablesTurnoverAnnual,metric.freeOperatingCashFlow/revenue5Y,metric.freeOperatingCashFlow/revenueTTM,metric.grossMargin5Y,metric.grossMarginAnnual,metric.netProfitMargin%Annual,metric.netProfitMargin5Y,metric.dividendGrowthRate5Y,metric.focfCagr5Y,metric.revenueGrowth5Y,metric.totalDebtCagr5Y,metric.netDebtAnnual,metric.peNormalizedAnnual,metric.pfcfShareAnnual,metric.currentEv/freeCashFlowAnnual,metric.freeCashFlowAnnual,metric.longTermDebt/equityAnnual,metric.netInterestCoverageAnnual,metric.payoutRatioAnnual,metric.quickRatioAnnual,metric.totalDebt/totalEquityAnnual,metric.dividendYield5Y,metric.dividendYieldIndicatedAnnual,metric.capitalSpendingGrowth5Y,metric.inventoryTurnoverAnnual
5966,CLL.L,-184823.31160000002,203572.3300501699,3.95973,1.63102,4.1968,59.89736,64.49781,2.89321,2.10436,6.4392,16.8210565,-0.36721,-1.01099,4.4391319591556275,14.545929999999998,16.86259,26.66044,8.68590567015103,11.42933,25.80825,90.26815,1.639499,14.71566,3.10429,3.69369,1.97838,18.2745395
5967,CEPS.L,14061.9105755,227935.49219445285,5.26175,1.15152,-4.65496,21.46449,32.505140000000004,-2.33301,-1.23714,0.9722325000000002,-19.79895,3.40791,15.36394,2.6768822018167984,71.1734175,68.69863000000001,37.903042000000006,0.09059452977868626,31.972790000000003,4.96954,38.326091,0.85255,109.4671,2.6562455,4.6261115,92.67329,6.95621
5968,CWR.L,-28946.11,113698.33147934318,4.90227,-202.7649,-84.93517,66.53809,75.13725,-31.59477,-170.5824,6.2555055,3.260334499999999,65.7227,34.091855,-88.44384046215937,63.3384875,35.737826,59.51904449999999,-14.940651287748,0.0,-18.890353500000003,43.909490500000004,10.6851,0.0,2.3635900000000003,5.913970000000001,76.79268,2.71423
5969,CNKS.L,20163.09,478863.6967895108,2.49871,7.1858,-14.92609,33.89813,33.514625,5.22546,16.10228,-20.62993,10.1421455,-2.65731,-1.5051245000000009,-49.0327379665191,6.53852,63.504389,18.838199,-1.1082317135940662,0.0,16.2204495,105.8748,2.9579550000000006,21.81146,8.08762,10.84337,13.60024,18.914416000000003
5970,STCM.L,9777.798,111745.36162150586,29.16667,8.64452,22.0966,34.20854,42.96844,10.85902,-0.24111,2.6523875000000006,-2.01959,-8.477360000000001,-21.93915,6.179217082222575,6.8624399999999985,4.9155,6.65049,12.574483502652978,11.80718,4.16386,0.0,0.74183,21.13048,3.49817,13.333329999999998,-28.32608,3.55153
5971,CLTV.L,-565708.00455,412356.3579654023,7.06152,0.75056,-5.12432,12.32069,2.60353,-2.2219,5.16181,1.4575355,-0.3487114999999995,-6.22847,-12.619463000000001,-0.8664560109710026,29.564067499999993,254.91186550000003,10.744359999999999,-0.4426225341214554,0.0,-449.0298,97.368107,3.188176,0.0,4.3041575000000005,5.979627,-14.85956,25.317282
5972,CFX.L,10958.51,306633.31930839,12.94193,3.71387,8.17987,54.79773,54.26322,4.43518,4.0732300000000015,4.1714,30.03832,2.04685,2.0653835000000003,-11.737576200641298,7.99675,6.4828199999999985,4.63976,5.440635870544666,0.0,-696.8585730000001,12.6893,1.33559,0.0,1.00777,0.85714,5.26523,2.5096700000000003
5973,CGS.L,9520.104,161215.82008937074,4.82531,0.04279,2.44443,23.72675,21.37104,7.3284699999999985,9.58997,-12.00702,1.68579,1.79249,-2.304153500000001,-38.187455833150075,10.82306,29.49967,12.3829,5.5250252955439905,0.0,15.325233,118.02,2.79896,0.0,5.31152,7.435219999999998,-12.85867,6.66492
5974,CGH.L,-119223.2,912299.129851355,12.097960500000001,-3844.9866119999997,-52.10622,42.9762105,46.02202900000001,-3776.846561,-384.49965000000003,5.196691499999999,18.804140500000003,-0.9524505000000001,11.083210500000002,25.365996750068927,39.9912615,16.945262,63.43576800000001,-23.455879345837896,68.95487,-3.00952,59.44243349999998,2.2935225,110.9292,1.9414595,14.594285000000003,-6.01681,12.4244815
5975,CTG.L,2435.143,78267.12113813794,7.67617,0.7152,-1.53641,38.940072,35.9853365,3.86122,3.39974,6.26585,0.44061950000000083,7.03835,9.18379,2.839455947036085,6.54818,72.25179,10.40754,0.31894238565921057,8.507612,68.9661,26.86062,1.05849,32.014455000000005,2.25108,4.28571,15.55411,17.860134499999997
5976,CHRT.L,6324.224,186819.07522578334,6.50746,5.268680000000002,7.16582,33.250609999999995,35.516,4.20112,4.65115,14.893820000000002,12.677519499999999,11.11166,20.618247000000004,7.972318620524392,26.60057,57.89272,18.85856,3.8632982356308267,35.54292,27.60967,68.25776,1.7052200000000002,35.62921,1.97214,2.14773,-1.97632,8.08557
5977,CTR.L,-1412.45,173289.96117324464,2.9549,10.96042,17.35115,97.73826,97.15208,-1.0115299999999998,4.12725,4.95084,26.41213,18.33614,18.95318,-1222.23686268433,45.799334,13.78834,78.05533849999999,24.256995603482217,93.85215,-0.51942,43.571893,2.670899,113.6587,4.36343,5.583243,42.24164,26.0447505
5978,CSN.L,69722.55,443757.2090798662,5.3194475,-0.5697399999999999,2.35641,45.17718849999999,45.5046115,-1.8808409999999998,8.84556,2.9927,19.257509999999996,7.839492500000001,2.89647,7.626073773835988,18.01354,15.35075,19.082079,35.181703078027084,24.50585,7.20823,128.5027,1.4821400000000002,24.72084,5.4988,7.34483,30.54733,56.80130049999998
5979,CHH.L,11526.02,114223.60600912572,6.48454,3.66649,-0.77373,81.45768000000002,83.69317,12.52283,10.41553,16.58667,14.35374,5.89893,7.552707,-21.57018523401844,16.41548,60.45556,27.63227,2.6160721749790503,0.0,-637.5327424999999,44.15115,2.55083,0.0,2.58684,2.63793,9.5325,0.95027
5980,CIC.L,-1996000.0,315041.9808969992,22.49367,-56.09343000000001,-111.9302,-7.67484,-984.018,-786.2689999999999,-53.56792,-7.303741999999998,28.447290499999998,-42.14978,7.2760954999999985,-49.53038736982394,39.391555999999994,25.1969925,32.032855,-2.468390681230233,0.0,-749.420049,65.07397,44.5436,0.0,8.344674000000001,13.683366999999999,17.5817785,0.5356
5981,CINE.L,43189.575600000004,518546.0330888033,18.634120000000006,6.58895,7.2751,29.78851,37.08721,4.12614,7.030710000000001,-27.90647,77.05741,33.78785,73.56179,7687.458393376308,2.84901,2.06538,95.61609600000003,318.3663037314946,250.5804,1.7160400000000002,32.33937,0.27865,266.0857,3.1661,32.76299,41.90847,80.50073
5982,CIN.L,-285718.7348,414783.8638655499,44.30678,-94.56953,-72.49967,99.11724,99.81358,-47.48336,-70.83416,2.2773725,0.949142500000001,33.24609,45.5327,72.34035253875892,38.40580099999999,16.476782,44.2963105,-7.24632136133903,193.5131,0.66493,43.9054615,1.4795120000000002,216.7706,1.2237,6.200147500000001,1.51584,93.10920600000001
5983,CKN.L,44906.13178499999,349587.0208891107,5.09116,3.50383,9.88981,96.56355,96.06061,-3.00275,7.13017,-27.27635,7.33436,8.818430000000003,17.6384925,-158.3542739693201,18.72468,18.61232,31.3086695,44.552652315819685,14.25166,30.9375,35.23664000000001,1.5732700000000002,16.87417,2.457,1.13636,37.66499,15.05263
5984,CLNR.L,-195311.8,739852.7874593517,39.286418000000005,-3652.8599725,-11948.056785,-196.263533,-109.48804599999997,-4041.4868644999997,-2722.75403,1.184353,14.903721,30.186192,1.0873644999999994,-1.7696834728645048,20.090291999999998,165.70164749999998,187.45484150000001,-2.728111546875212,0.0,-830.4585445,61.6271105,3.8507484999999995,0.0,11.246349,20.879475499999998,113.8161,59.547310499999995
5985,CLI.L,1175652.0,1492462.9707207687,20.33824,20.93869,14.2444,55.85434050000001,79.97108,97.7585,113.5088,22.76008,-3.21776,6.78557,3.73561,800.706720728882,5.99107,41.35998,13.65754,24.44811283068657,63.15702,15.544753,22.20588,1.0695355,74.16001,2.25135,3.7,-46.39833,145.38951650000004
5986,CLG.L,2352.343,100207.37882119752,7.382169999999999,0.76661,-2.5367900000000003,28.85421,27.8792,2.91326,3.35048,17.3654,3.955388,17.987920000000006,17.0408,59.41760132525947,12.14365,24.1621735,69.79508000000001,-16.509301775970734,90.50098,7.97443,73.52678,0.7169800000000001,118.9286,2.27904,6.09756,57.41477,14.38325
5987,IXI.L,6595.42,143257.37814322778,3.98262,-16.946839999999998,-8.55707,58.91714,65.36171999999999,5.71353,-21.6998,0.6985920000000008,4.2626979999999985,3.597943000000001,24.035591500000002,-9.014776223457218,61.75515,40.95391300000001,725.1125,-0.8029405584494523,0.0,-740.8309825,0.0,2.2376850000000004,0.0,1.9383985,6.451035500000001,-1.4175814999999996,20.556188000000002
5988,CLIN.L,41269.84,4500179.0209959475,6.2418,8.10082,0.99654,36.01645,39.89932,1.1381,3.33912,18.76037,24.157416000000005,29.25601,82.7028,313.23368926219746,12.23234,15.74388,44.9181,51.626471764292454,76.61953000000003,7.341769999999999,171.1539,0.80485,76.61953000000003,0.61512,1.39959,-2.90009,9.68607
5989,CTO.L,-288828.8717,263616.5088736199,6.23672,0.6896100000000001,0.56784,11.8037,11.50628,2.33114,1.69389,11.19899,-10.98669,9.98521,-3.80869,-10.1763718381538,4.88705,19.50961,3.5639800000000004,2.3579398161575877,12.22707,10.0,24.28606,1.146,18.34061,4.07045,5.11034,-9.71195,1184.4
5990,CMH.L,-15485.8,129027.08725062115,5.51045,-5.33826,-11.88826,17.8745,11.42666,-14.89471,-4.02034,1.1201279999999998,12.375967999999999,-3.09186,33.25528,4.629008165404107,27.594067500000005,12.393394500000001,52.007666500000006,-5.085703877165155,60.92851,-2.71318,42.26240750000001,0.87093,82.60065999999998,2.4937445000000005,6.1038345,3.43485,9.33696
5991,CML.L,12217.69,158377.8533674817,10.99004,3.3610800000000003,-6.57512,71.12761,71.97228,9.57356,12.35121,3.67296,9.584246499999999,2.89859,7.140866499999999,-15.896237423769758,16.3162,50.675176500000006,33.877278,-2.4224729058629535,0.0,-622.4216294999999,49.43813,3.23617,1.5642,1.86835,3.36207,13.04425,3.01433
5992,CNC.L,27737.01,192812.33772797798,6.32091,2.36778,11.76573,52.75146,52.17416,17.8527,16.36853,6.575660000000001,1.0231610000000004,6.98847,8.800127500000002,-9.530234277478828,21.01401,31.481463499999997,286.9617,-0.983447056481095,0.0,-718.680768,55.12929000000001,4.03635,0.0,3.2440900000000004,2.6455,8.10026,2.1724900000000003
5993,CNR.L,-29322.69,324276.5148256677,38.836506500000006,-2279.4193745000002,-8714.956373500001,33.302795,19.906070500000002,-1721.3732369999998,-1364.900214,2.9401625000000005,3.7227745,33.2848335,23.866521999999996,-3.6033788066329087,17.710565499999998,142.1037925,186.75081849999998,-3.859835787163943,0.0,-1228.1903945,71.598828,3.788380500000001,0.0,15.679397499999999,28.1158295,11.12881,12.9009725
5994,CNN.L,-1023565.0325000001,1817155.9284370046,6.11806,-53.97426,-95.4597,42.51829,52.78093000000001,233.7117,167.9283,9.938655500000001,13.903686500000001,-0.64565,9.25798,5.9817210073050395,8.72775,212.80773750000003,11.06308,-1.0436986238887007,16.95833,-746.761167,27.8488835,0.13512000000000002,20.62917,2.9793775,5.7730155,-30.11729,0.0346
5995,CNEL.L,-442924.50075,319001.75537266786,1.49108,-3.35174,-9.13157,26.80611,29.04416,18.33001,8.660910000000001,10.299604500000001,18.160495500000003,41.30852,-0.18248,-0.14820272255028377,2.48497,174.47166599999997,2.44386,-0.1797370650390018,0.0,41.36381,0.0,1.22354,9.2079,2.7399860000000005,5.332155000000001,7.407999999999999,20.3843
5996,CPP.L,-670.1479,237770.5556921768,10.90666,-12.03437,-4.32814,48.51167,37.31898,-0.34978000000000004,4.20115,0.20965750000000066,8.813958499999998,-9.16888,-5.999772000000001,-32.21069890966852,5.60465,17.879620499999998,13.852528999999999,-4.413070519082306,0.0,7.385319999999998,76.22274200000001,1.24384,0.0,4.938696500000001,5.7129020000000015,-0.49923,616.0089
5997,CPI.L,-931.4274,71948.74837613339,6.11825,-2.2311400000000003,-5.67335,25.26435,27.06464,-1.60659,-1.6623,2.574010999999998,5.4152965,-3.3961300000000003,-2.1269400000000003,1775.6527836622508,1.29453,63.091856500000006,108.62218750000002,-259.00107349057294,125.31470900000002,6.7556699999999985,53.02381650000001,0.7640035,166.1019895,3.247490499999999,5.498817500000001,3.80952,22.8053165
5998,CPX.L,-49439.436500000025,157418.16022350808,4.4529,-45.46068,-82.23456999999998,48.38801,55.00366999999999,-87.79392,-47.02817,-0.07292200000000007,-4.8221185,-4.1943,14.511372999999997,-1.4741219220139303,188.4063425,178.0960285,29.956419999999998,-1.6955945217989215,0.0,-736.5203365,45.137266499999996,3.16574,0.0,2.590479,14.970584500000001,29.73251,0.8623
5999,CRL.L,-339575.4953,298233.6551818796,5.5220400000000005,-0.94968,7.2024300000000006,40.7315,39.38224,6.5659800000000015,4.4785,15.218963500000001,10.3997445,17.87035,6.9749,0.7160690915383834,10.7796,190.843156,14.4168,-1.0970625249912147,1.23536,93.35484,11.89913,1.21347,7.4282,1.42331,1.22768,27.96071,3.949980000000001
6000,CSSG.L,1206.415,44426.36602335011,6.0876199999999985,2.43927,2.86681,19.60738,18.75777,3.37004,2.7780400000000003,65.09628000000001,16.747242500000002,18.48995,-16.20338,-2.0600947867482082,7.413089999999999,56.04037099999999,7.1330399999999985,-0.18243008051324494,0.19183,724.5,21.69811,1.52591,0.57548,2.5283834999999995,1.89655,48.32391,37.65439
6001,CRW.L,38196.15,225863.58013105893,6.4002300000000005,13.34287,8.13006,94.2202,93.84602,20.9871,22.26332,14.55188,11.8206915,10.895,-3.6609814999999992,-48.194291798522144,40.77372,132.25186150000002,62.1256895,-5.534990693819648,0.0,52.600899000000005,58.80011999999999,2.4440245000000003,0.0,1.50395,1.3766200000000002,90.67339,5.2009115
6002,CRU.L,-8908.4532995,259372.5982672858,4.5079699999999985,-0.09176,2.14715,33.72655,35.8711,0.33963000000000004,1.04627,-37.00392,-2.77166,7.50747,15.67484,10.198710215359505,21.21212,10.35327,16.77993,0.4852391937461142,25.30783,1.5022799999999998,245.8776,0.62853,63.64129000000001,4.30427,5.1020400000000015,12.26067,4.98069
6003,PVCS.L,-97346.5069500001,125161.49986047155,15.85075,17.96126,-661.3936,5.86986,27.118640000000006,-429.3785,-1.30312,-2.2802005,11.298738,-60.22413,23.465402,-9.417512344056936,21.464275500000007,163.84223350000002,17.961768499999998,-3.842275340638348,1.124333,-5.30151,28.126191999999996,5.66983,3.988502499999999,2.3447349999999996,16.661862,-45.56208,3.92893
6004,WCW.L,-954725.1411,202719.425399641,0.83205,1.72027,8.01498,67.97633,68.24150999999999,1.09331,1.94294,-21.0613,7.874120499999999,8.04299,12.65258,-9.6725173300696,25.1497,160.8712595,3.74915,-2.163099526085619,0.0,-760.1061465,116.3525,2.067646,0.5846899999999999,4.32718,4.42857,-6.7577300000000005,26.1427635
6005,CTH.L,2619.209,63794.35957117295,11.9534,4.033530000000002,0.2395,35.31375999999999,33.66532,5.095269999999998,7.848219999999999,8.14705,-43.48938,26.21881,13.503379999999998,361.23265677247485,10.39687,441.105,304.0374,1.1740058242553042,95.28868,3.57331,65.97645,0.79709,95.78597,3.04085,3.14516,31.86177,276.3903
6006,CVSG.L,1291.542,79457.39674712473,13.77966,6.31201,8.99289,45.31991,41.54982,2.01722,3.17757,0.36855800000000016,18.7208,23.25532,27.86513,126.5841374989863,65.8944,22.18566,28.30351,31.025523896810366,70.01839,4.0769199999999985,47.56098,0.81242,70.20233,2.9460135000000003,1.33758,19.47107,15.580329999999998
6007,CWD.L,-21705.88,77429.80429921081,8.48368,-1.51244,0.04299,29.157834,27.438682999999997,-34.78952,-8.58843,-0.06255950000000024,5.283200500000001,1.40669,0.77863,87.70170993054766,0.0932,18.8262715,67.528823,-24.548635528112232,38.33166,1.07341,48.699988499999996,0.940431,39.99464,3.28366,7.691628999999997,-9.2593,9.123178
6008,CYAN.L,-182930.24399999986,214984.01471195798,1.13814,-376.1718,-139.9535,51.90027,61.38858000000001,-120.5375,-371.1675,5.192243,12.2274675,100.4419,12.743298000000001,-5.6640196426017,83.530377,202.438811,25.8886705,-7.302167304353288,0.0,-742.8149415,30.7426935,4.7096300000000015,0.0,1.8090119999999998,6.0380495000000005,51.13189000000001,2.38214
6009,DTG.L,15018.79,418749.63450381573,16.04851,0.75976,8.46434,49.5888625,54.0458995,4.45102,4.49299,36.61968,30.371540000000003,22.91716,162.0237,-79.3012390802473,5.15913,4.24161,11.691811999999999,207.9951122042167,183.1113,5.01671,10.84608,1.1615,209.448,0.94609,2.17847,29.34521,77.121811
6010,RDT.L,-42993.834225,224882.0955279447,3.95627,-45.81174,-6.30673,80.81047,79.66978,-15.80761,-48.76839,6.848375999999999,24.62824,27.51359,51.32455,-0.46290081654041065,59.232016,8.382639999999999,56.412884999999996,1.0424576029328283,63.33657,-18.5814,79.84288000000001,0.8969604999999999,153.9282,1.7579235,8.121132500000002,-25.34754,28.764004
6011,DLN.L,733891.7899,950354.393603129,4.83316,0.87777,9.42249,78.44266,79.28789,120.7555,154.8655,12.54099,-5.6996400000000005,4.99373,0.15514,1218.1861702843623,11.95316,160.3334,22.20519,26.930154742431398,23.43481,12.517210500000001,24.20046,1.166461,23.43481,1.51932,2.33108,0.0,182.75137350000003
6012,DPLM.L,32273.08,349616.82472760463,7.18602,6.83317,5.4341800000000005,35.90374,36.1667,11.45585,10.98676,13.18511,6.80275,12.23905,31.94867149999999,18.739416433673462,26.04071,54.1331,41.87958,36.734220293823476,13.10302,428.0,48.14216,1.09453,13.10302,2.03446,2.04947,37.72119,3.74879
6013,DIA.L,3626.22,142622.22361801227,5.78246,-1.56618,-11.13184,36.69336,35.55825,3.1553400000000003,1.36599,-0.20435699999999962,6.1220365,4.665769999999998,24.57309,3.5989607720300025,12.30693,24.603804500000003,20.12286,-19.48402900719691,0.0,39.5,0.0,1.06631,6.02125,2.6180019999999997,5.2193024999999995,-7.20183,3.0085
6014,KDR.L,-1143634.8713000002,216568.91163792973,4.856042499999999,-6764.203343000001,-11244.529087,-193.21963100000002,-318.31272200000006,-3033.551283,-1897.934063,3.1333659999999997,1.724277,0.8250999999999997,25.727540499999996,-0.033730949580612235,15.392679000000001,626.946101,200.4425865,-0.6021185473701781,0.0,-84.42284699999999,72.8493995,2.3345219999999998,0.0,10.795403,21.070120000000003,2.57443,58.951995
6015,HDIV.L,321923.3451999999,285994.60151954467,9.243889000000001,-77.60526849999998,-52.9172465,36.207694,32.109114,-69.4838025,-78.3125345,5.457460499999999,3.8888365,10.911895999999999,17.035153,32.812594073266645,24.579172,23.692656500000002,25.234024499999997,-5.020402795324675,0.0,5.7341685,27.837433500000003,1.0129044999999999,16.17018,2.9858960000000003,6.23229,5.8265285,22.237929
6016,ODX.L,-1945.731,62276.913607589515,4.31957,-15.15698,-32.71433,64.33036,64.31979,-3.87735,0.84178,-4.048277,-2.9334885000000015,-5.4583900000000005,4.2979400000000005,1.143923476284957,71.4779195,25.318741000000003,95.96622650000002,-2.88619279623424,0.43143,-2.79501,1076.4439430000002,1.07987,5.06722,3.5120149999999994,7.641216,2.68797,2.21225
6017,DSG.L,-2131.147,88417.65491999047,6.822610000000001,0.26911,-8.59347,86.65203000000002,87.87391,-2.99126,5.7697699999999985,-5.3927275,8.885648999999997,1.41827,13.3895545,-0.3983677268350451,74.053455,21.746278,16.891549500000004,-0.6130643522009729,8.0429,-12.54545,55.024714,0.54618,8.331610000000001,3.36184,6.4397075,13.10001,351.3333
6018,SDI.L,14215.61,160797.59602724173,7.10002,8.339210000000001,12.70442,63.24205,66.13301,10.97148,8.55436,0.7547440000000003,19.3776215,19.8856,54.15322,1.993079655131098,18.38987,19.81788,21.58651,2.747620396301526,23.504620000000006,33.8961,0.0,1.45814,23.99625,2.0593465,4.920657,4.85101,2.52979
6019,DIGS.L,736396.8,437410.618413078,3.99532,-4.79394,5.32943,78.51643,78.91466,208.9304,165.6913,-2.52493,-17.75901,37.20912,44.56261,286.6187538425577,5.5667,557.7371,134.059494,1.2919028150631835,36.38447,20.825939499999997,27.31662,1.9230479999999996,36.38447,3.6984,4.8902800000000015,15.713358499999998,5.3319185
6020,DOTD.L,-675183.884,247395.7576602249,4.1493,11.23122,15.27535,88.00784,89.7065,25.82663,22.65032,15.93166,8.22461,21.269070000000006,11.453970999999997,-23.97031976267569,24.68665,62.61861,36.69223,5.348800319810107,0.0,-720.9753119999998,18.14226,2.6689219999999994,0.01205,0.82232,0.73951,24.68828,281.64289500000007
6021,DODS.L,29144.02830000012,238676.3968996931,7.848560000000001,6.8254899999999985,1.39688,37.19443,37.00296,-25.95653,-6.44463,-8.807578000000001,-11.435421,1.4978200000000002,12.216550999999999,-8.885710044046489,26.9119125,226.3428,56.29773500000001,0.08687146691106903,0.0,-749.1778335,120.32508600000001,1.04535,0.0,3.9012160000000002,6.068658999999999,-16.92934,958.5
6022,FEVR.L,748797.6,3571873.0076261754,4.72604,13.74358,19.07959,52.83492,51.78373,26.01642,24.7448,67.5993,23.915002500000003,63.09389,-35.042320000000004,-103.80656297699959,21.1486,42.92118,25.45776,37.77407175274897,0.0,48.56001400000001,27.25258,3.63203,3.31667,0.5445,1.376,53.85329,5.50986
6023,EZH.L,-39791.37,229335.46035720754,37.18816,-197.926,-129.1148,55.962,48.06774,-21.53262,-2.0590900000000003,-37.64678,7.152750999999998,37.71639,19.53678,7.269975220757957,65.15500349999999,16.157807,14.989253500000004,-28.130073084245318,14.511029999999998,-10.56386,32.974282499999994,1.5418245000000002,15.23842,0.21381,0.13913,27.86253,55.13363549999998
6024,LME.L,-899364.6020000002,194969.5500121737,1.30655,-2200.169,-619.5181,-39.9392275,16.713713,-60.32551,-1712.661,4.681002500000001,11.954101000000001,48.601794,12.287677,-0.65880838463443,115.60261649999998,185.95988749999998,53.573897,-0.20449543310865648,0.0,-771.054758,38.269262,4.2072735,0.0,2.2760285,5.869611999999999,-13.245297000000003,28.036831499999998
6025,ECK.L,3150.0,118802.93610566626,6.05311,5.00955,23.25353,78.51928000000002,83.93398,3.2905,3.8414,10.67233,8.078610000000001,15.39617,27.095898999999996,-10.34018660432896,132.964,24.9044,99.84627,6.072315537083725,11.34777,29.85,158.7302,1.16483,18.91294,1.2133200000000002,1.27083,0.37299,7.8071100000000015
6026,EDL.L,-141916.65899999993,207676.97655169043,2.07012,-2588.281,-375.9022,-130.730208,-253.3681,-529.677,-3519.7790000000005,4.6810025,11.954101000000001,40.8671625,14.339203500000002,0.5090171552606296,73.95693299999999,193.16119149999997,79.0486195,-2.5309629578253197,4.2656,-112.8839,30.6744555,0.6594800000000001,8.622530000000001,2.6492715000000002,5.5453135,20.16698,44.193404
6027,EDEN.L,-66990.0,688585.4414496328,4.44862,-70.43186999999998,-47.25673,53.304533000000006,55.40629000000001,-12.07345,-115.0186,1.3319390000000002,-3.6965275000000006,103.1296,22.910422500000003,-3.0761682841591895,60.385549000000005,51.127537,66.78591299999998,-1.506971746715873,0.0,-14.00902,34.260706500000005,3.88195,0.0,2.1529745,6.319100000000001,21.86524,11.17217
6028,EIH.L,-572549.20225,169616.93840474336,2.9517574999999994,-1729.5489890000001,-18620.208856,-265.13369650000004,-342.87933649999997,-9495.7633565,-2121.3283660000006,1.1683195000000004,-5.6648404999999995,-18.0958695,5.0592584999999985,-0.779199827563613,17.3611365,603.1883945,21.560646000000002,-0.6481852452521621,0.0,-586.6380675,1117.1658575000001,2.877318,0.0,9.660823999999998,19.831695,-2.8900119999999996,108.81600350000001
6029,EKT.L,-63972.34199999999,286069.6063427168,0.9863,5.98414,57.8125,40.37491,47.22222,-125.0,-1.87455,0.9403925000000004,5.391004500000001,-40.00096,11.339621500000002,-12.534311654311388,28.410183,5.68641,26.613588999999997,4.467675441140693,0.0,-749.1363839999999,1095.339587,1.92405,0.0,2.8531595,13.105347,-6.62896,0.45783
6030,TTG.L,2846.3190000000004,121522.72040192758,7.30076,0.45965,1.33835,23.5322,24.42493,2.90673,2.9901,7.72173,10.674888,-1.82386,19.21334,85.75454805078385,6.511419999999998,36.91464000000001,44.54402,7.942534117583454,47.02136,9.34884,82.60956,1.1707299999999998,48.44511,3.07366,1.45833,-12.37216,3.62851
6031,ELCO.L,30973.352750000002,323576.8013933211,5.40041,5.87331,11.22369,87.81,87.92079,8.0468,6.90269,4.192867499999999,20.3752675,6.36909,13.51356,5.490276708779563,16.20607,13.59688,18.79336,3.5654532062214477,52.60444,11.88612,10.51454,0.87446,67.43167,2.4323479999999997,1.47368,26.59938,223.6667
6032,EMG.L,160001.0,698249.3957351068,3.84,3.19066,-8.66463,46.7091955,47.600601,28.4375,16.84825,4.04792,-9.28097,-3.71411,14.356441500000003,-196.37667401533915,14.20524,21.91443,12.75795,103.24961759242314,9.4162,55.6899385,66.66667,2.1669579999999997,9.4162,4.60644,6.5879699999999985,44.03842,16.31477
6033,EMAN.L,3176.35752,381753.9090519446,15.74094,-23.20656,-12.59795,60.70035,61.60881,2.72496,2.20909,0.7660845000000005,9.088653500000001,35.73859,220.1782,107.02812927634879,43.0,32.583000500000004,33.291287499999996,-10.15527448190397,158.4163,1.99184,27.7808815,0.5107,162.9309,2.4545085,7.131205,45.91937,54.62651
6034,EMIS.L,11392.899000000001,228953.51029260884,5.05185,7.6066600000000015,8.54884,90.89203,90.34086,13.82322,10.09601,10.06423,0.6352800000000001,2.9929900000000003,-26.82903,-33.71233426627414,25.11737,48.93679,50.48984,16.922561754276245,3.16968,45.832553,88.64236,1.19607,3.785530000000001,2.53189,2.96015,-2.85184,16.0406
6035,ESP.L,178120.3,286173.3514214951,139.3085,4.363866999999999,13.992779999999998,56.8332225,67.0686,77.24375,21.727398,0.6235795,8.6467785,12.58957,41.7011855,413.57643864926155,6.5514199999999985,36.1702,28.51581,12.3134099241661,46.19681,13.413968500000001,55.04272,1.337889,52.61644,3.7371675000000004,6.30252,-5.4432860000000005,31.2996215
6036,EMR.L,-16521.288135,234457.9160996413,6.7167,1.34451,1.39665,21.07041,20.81006,0.13965999999999998,1.27955,24.13898,4.56396,13.76044,21.39507,35.74140352912554,7.134639999999999,3.03919,6.9318800000000005,6.205104779362073,37.34644,8.6,39.645815500000005,0.888395,114.0049,1.7563799999999998,7.0967699999999985,8.44718,456.19501899999995
6037,SOU.L,-321890.4,461680.24508098577,7.376939500000001,-3045.8740000000007,-3707.5774184999996,-506.8310855,-1557.9415355,-10732.862167500001,-2033.672,2.964887,14.917305500000001,1.9471390000000028,56.573130000000006,-0.07446125735234488,98.85898949999999,62.1170455,62.5197445,-12.179379660931877,11.43304,-50.218721,35.6296485,2.39164,11.43304,3.9643275000000004,6.567488,6.37821,9.642329499999999
6038,SEY.L,-136967.6,46405.4966029372,1.15459,-248.2665,-3612.2562735,7.17115,3.55805,-366.2921,-155.0221,-0.3357964999999997,11.8941765,-50.71822,14.840714499999999,-46.379919161036675,96.108003,41.247080499999996,20.513743499999997,-36.12590905188349,0.0,-743.5156454999999,24.970788,98.52743,0.0,7.3656785,6.60488,-25.37324,2.83747
6039,PHE.L,-494265.7246,188061.57081388938,2.6077970000000006,-4423.418458,-13187.556226000004,-576.8284859999999,-641.1055560000001,-4835.516511499999,-3057.718039,1.0649705000000003,-5.767689500000001,5.4240689999999985,7.4803394999999995,-1.0433139073923803,22.022575999999997,573.3547485000001,182.5804615,-2.369940488800874,0.0,-13862.56,89.21851099999999,3.0399855000000002,0.0,10.479830000000002,21.2137295,25.088989500000004,11.554297
6040,INSE.L,10832.78,135690.5010689869,1.80519,3.89903,3.76961,81.46692,84.65068000000002,9.90762,13.12567,22.91787,23.74329,33.81856,52.45475,28.85373722403364,15.43353,37.61462,44.12559,3.144747102180699,49.41631,5.9471,143.2796,1.0612675,56.14035,3.12717,5.09363,36.4278,92.804577
