,Ticker,Name,Exchange,Category Name,Country
7548,EO.PA,Faurecia S.A.,PAR,Auto Parts,France
7559,EI.PA,Essilor International Société Anonyme,PAR,Medical Instruments & Supplies,France
7567,EBQ.L,Ebiquity plc,LSE,Marketing Services,United Kingdom
7569,EB5.SI,First Resources Limited,SES,Farm Products,Singapore
7573,CBE.PA,Robertet SA,PAR,Chemicals - Major Diversified,France
7584,TME.AX,Trade Me Group Limited,ASX,Internet Information Providers,Australia
7586,SU.PA,Schneider Electric S.E.,PAR,Diversified Machinery,France
7595,SKC.AX,SKYCITY Entertainment Group Limited,ASX,Resorts & Casinos,Australia
7601,REI-UN.TO,Riocan Real Estate Investment Trust,TOR,REIT - Retail,Canada
7613,NVA.TO,NuVista Energy Ltd.,TOR,Independent Oil & Gas,Canada
7620,MN.MI,Arnoldo Mondadori Editore S.p.A.,MIL,Publishing - Newspapers,Italy
7627,KMD.AX,Kathmandu Holdings Limited,ASX,Apparel Stores,Australia
7649,G07.SI,Great Eastern Holdings Limited,SES,Life Insurance,Singapore
7651,EZJ.L,easyJet plc,LSE,Major Airlines,United Kingdom
7653,EXO.MI,Exor N.V.,MIL,Asset Management,Italy
7654,EXI.L,Exillon Energy plc,LSE,Oil & Gas Drilling & Exploration,United Kingdom
7658,ETO.L,Entertainment One Ltd.,LSE,Entertainment - Diversified,United Kingdom
7663,ESI.TO,Ensign Energy Services Inc.,TOR,Diversified Electronics,Canada
7664,ERSC.PA,Eurosic SA,PAR,REIT - Diversified,France
7685,ELM.L,Elementis plc,LSE,Specialty Chemicals,United Kingdom
7686,ELIOR.PA,Elior Group,PAR,Restaurants,France
7693,EFL.TO,Electrovaya Inc.,TOR,Diversified Electronics,Canada
7698,ECP.PA,EuropaCorp,PAR,Broadcasting - TV,France
7708,CR.TO,Crew Energy Inc.,TOR,Independent Oil & Gas,Canada
7710,CEU.TO,CES Energy Solutions Corp.,TOR,Oil & Gas Drilling & Exploration,Canada
7712,CED.MI,Caltagirone Editore SpA,MIL,Publishing - Newspapers,Italy
7717,BPE.MI,BPER Banca S.p.A.,MIL,Money Center Banks,Italy
7718,BNG.TO,Bengal Energy Ltd.,TOR,Independent Oil & Gas,Canada
7725,5ME.SI,Ezion Holdings Limited,SES,Oil & Gas Equipment & Services,Singapore
7726,5DN.SI,Ezra Holdings Limited,SES,Oil & Gas Equipment & Services,Singapore
7746,VIE.PA,Veolia Environnement S.A.,PAR,Waste Management,France
7748,UVEL.L,UniVision Engineering Limited,LSE,Security & Protection Services,United Kingdom
7749,ULE.L,Ultra Electronics Holdings plc,LSE,Aerospace/Defense - Major Diversified,United Kingdom
7751,UBI.PA,Ubisoft Entertainment SA,PAR,Multimedia & Graphics Software,France
7752,U04.SI,United Engineers Limited,SES,Conglomerates,Singapore
7754,TUB.MC,"Tubacex, S.A.",MCE,Steel & Iron,Spain
7756,TRIN.L,Trinity Exploration & Production plc,LSE,Independent Oil & Gas,United Kingdom
7761,TOM.L,TomCo Energy Plc,LSE,Oil & Gas Drilling & Exploration,United Kingdom
7766,THIN.OL,Thin Film Electronics ASA,OSL,Data Storage Devices,Norway
7768,TET.TO,Trilogy Energy Corp.,TOR,Independent Oil & Gas,Canada
7778,T8JU.SI,Saizen Real Estate Investment Trust,SES,REIT - Residential,Singapore
7781,SXE.AX,Southern Cross Electrical Engineering Limited,ASX,General Contractors,Australia
7782,SXA.AX,Strata-X Energy Ltd.,ASX,Independent Oil & Gas,Australia
7794,SPE.TO,Spartan Energy Corp.,TOR,Independent Oil & Gas,Canada
7805,SESL.PA,SES-imagotag,PAR,Diversified Electronics,France
7806,SER.AX,Strategic Energy Resources Limited,ASX,Independent Oil & Gas,Australia
7810,SEH.AX,Sino Gas & Energy Holdings Limited,ASX,Independent Oil & Gas,Australia
7816,RLE.AX,Real Energy Corporation Limited,ASX,Independent Oil & Gas,Australia
7818,RF.PA,Eurazeo SE,PAR,Asset Management,France
7821,REE.MC,"Red Eléctrica Corporación, S.A.",MCE,Electric Utilities,Spain
7831,R07.SI,Rotary Engineering Limited,SES,General Contractors,Singapore
7832,QTM.AX,Quantum Energy Limited,ASX,Medical Appliances & Equipment,Australia
7838,PRT.MI,Esprinet S.p.A.,MIL,Electronics Wholesale,Italy
7839,PRQ.TO,Petrus Resources Ltd.,TOR,Independent Oil & Gas,Canada
7844,POW.AX,Protean Energy Limited,ASX,Diversified Utilities,Australia
7849,PIH.TO,Pacific Insight Electronics Corp.,TOR,Auto Parts,Canada
7850,PHX.TO,PHX Energy Services Corp.,TOR,Industrial Metals & Minerals,Canada
7854,PEN.AX,Peninsula Energy Limited,ASX,Industrial Metals & Minerals,Australia
7859,PEA.AX,Pacific Energy Ltd.,ASX,Electric Utilities,Australia
7861,PCGE.L,PCG Entertainment Plc,LSE,Gaming Activities,United Kingdom
7864,OPHR.L,Ophir Energy Plc,LSE,Independent Oil & Gas,United Kingdom
7877,NOR.OL,Norwegian Energy Company AS,OSL,Independent Oil & Gas,Norway
7888,MYT.L,Mytrah Energy Limited,LSE,Diversified Utilities,United Kingdom
7890,MTL.L,Metals Exploration Plc,LSE,Industrial Metals & Minerals,United Kingdom
7907,MCE.AX,Matrix Composites & Engineering Ltd,ASX,General Contractors,Australia
7908,LS9.SI,Leader Environmental Technologies Limited,SES,Pollution & Treatment Controls,Singapore
7925,JEL.L,Jersey Electricity plc,LSE,Electric Utilities,United Kingdom
7935,IIP-UN.TO,InterRent Real Estate Investment Trust,TOR,REIT - Residential,Canada
7939,ICN.AX,Icon Energy Limited,ASX,Independent Oil & Gas,Australia
7941,IAG.L,"International Consolidated Airlines Group, S.A.",LSE,Major Airlines,United Kingdom
7956,GWI.L,Globalworth Real Estate Investment Limited,LSE,Property Management,United Kingdom
7961,GPE.PA,Groupe Pizzorno Environnement,PAR,Waste Management,France
7962,GMX.TO,Globex Mining Enterprises Inc.,TOR,Industrial Metals & Minerals,Canada
7978,FPH.AX,Fisher & Paykel Healthcare Corporation Limited,ASX,Medical Appliances & Equipment,Australia
7981,FILA.MI,F.I.L.A. - Fabbrica Italiana Lapis ed Affini S.p.A.,MIL,Business Equipment,Italy
7982,FGR.PA,Eiffage SA,PAR,General Contractors,France
7985,FET.AX,Folkestone Education Trust,ASX,REIT - Diversified,Australia
7987,FDE.MI,Frendy Energy S.p.A.,MIL,Diversified Utilities,Italy
8007,EVN.AX,Evolution Mining Limited,ASX,Gold,Australia
8017,EUK.MI,EuKedos S.p.A.,MIL,Medical Appliances & Equipment,Italy
8025,ET.TO,Evertz Technologies Limited,TOR,Communication Equipment,Canada
8032,ESG.L,eServGlobal Limited,LSE,Business Software & Services,United Kingdom
8035,ES.PA,Esso S.A.F.,PAR,Oil & Gas Refining & Marketing,France
8036,ERYP.PA,Erytech Pharma Société Anonyme,PAR,Biotechnology,France
8037,ERX.AX,Emperor Range Group Limited,ASX,Industrial Metals & Minerals,Australia
8040,ERIC-B.ST,Telefonaktiebolaget LM Ericsson (publ),STO,Communication Equipment,Sweden
8043,ERGO.L,Ergomed plc,LSE,Biotechnology,United Kingdom
8046,ERG.MI,ERG S.p.A.,MIL,Major Integrated Oil & Gas,Italy
8049,ER0.SI,KSH Holdings Limited,SES,Real Estate Development,Singapore
8052,EQB.TO,Equitable Group Inc.,TOR,Gold,Canada
8053,EPWN.L,Epwin Group PLC,LSE,General Building Materials,United Kingdom
8057,EPIS-B.ST,Episurf Medical AB,STO,Medical Appliances & Equipment,Sweden
8060,EPD.AX,Empired Limited,ASX,Information Technology Services,Australia
8062,EOS.PA,ACTEOS S.A.,PAR,Business Software & Services,France
8069,ENT.TO,ENTREC Corporation,TOR,Scientific & Technical Instruments,Canada
8071,ENRO.ST,Eniro AB,STO,Publishing - Newspapers,Sweden
8084,EME.L,Empyrean Energy Plc,LSE,Independent Oil & Gas,United Kingdom
8102,ELAN-B.ST,Elanders AB (publ),STO,Publishing - Newspapers,Sweden
8104,EKI.PA,EKINOPS S.A.,PAR,Semiconductor Equipment & Materials,France
8114,EFR.TO,Energy Fuels Inc.,TOR,Business Services,Canada
8115,EFE.AX,Eastern Iron Limited,ASX,Steel & Iron,Australia
8121,EDT.TO,Spectral Medical Inc.,TOR,Medical Laboratories & Research,Canada
8122,EDR.L,Egdon Resources plc,LSE,Independent Oil & Gas,United Kingdom
8124,EDEN.PA,Edenred SA,PAR,Credit Services,France
8128,ECX.AX,Eclipx Group Limited,ASX,Rental & Leasing Services,Australia
8161,CUE.AX,Cue Energy Resources Limited,ASX,Independent Oil & Gas,Australia
8166,CNX.AX,Carbon Energy Limited,ASX,Independent Oil & Gas,Australia
8167,CNU.AX,Chorus Limited,ASX,Wireless Communications,Australia
8175,CET.TO,Cathedral Energy Services Ltd.,TOR,Oil & Gas Drilling & Exploration,Canada
8182,C2PU.SI,Parkway Life Real Estate Investment Trust,SES,REIT - Healthcare Facilities,Singapore
8194,BKY.L,Berkeley Energia Limited,LSE,Industrial Metals & Minerals,United Kingdom
8196,BKT.MC,"Bankinter, S.A.",MCE,Money Center Banks,Spain
8204,BELE.ST,Beijer Electronics Group AB (publ),STO,Technical & System Software,Sweden
8208,B61.SI,Bukit Sembawang Estates Limited,SES,Real Estate Development,Singapore
8211,AX-UN.TO,Artis Real Estate Investment Trust,TOR,REIT - Diversified,Canada
8212,AW9U.SI,First Real Estate Investment Trust,SES,REIT - Healthcare Facilities,Singapore
8225,ALSAS.PA,Stradim Espace Finances SA,PAR,Property Management,France
8226,ALM.MC,"Almirall, S.A.",MCE,Biotechnology,Spain
8227,ALGEM.PA,Eurogerm SA,PAR,Farm Products,France
8229,AJQ.AX,Armour Energy Limited,ASX,Independent Oil & Gas,Australia
8231,A78.SI,LionGold Corp Ltd,SES,Waste Management,Singapore
8232,AIA.AX,Auckland International Airport Limited,ASX,"Air Services, Other",Australia
8239,AEF.AX,Australian Ethical Investment Ltd,ASX,Asset Management,Australia
8241,AEE.AX,Aura Energy Limited,ASX,Industrial Metals & Minerals,Australia
8244,88E.AX,88 Energy Limited,ASX,Independent Oil & Gas,Australia
8258,0524.HK,E-KONG GROUP,HKG,Wireless Communications,Hong Kong
8262,ZOT.MC,"Zardoya Otis, S.A.",MCE,Diversified Machinery,Spain
8268,ZHEH.L,"Zhejiang Expressway Co., Ltd.",LSE,Heavy Construction,United Kingdom
8280,XRO.AX,Xero Limited,ASX,Business Software & Services,Australia
8331,VOC.MC,"Vocento, S.A.",MCE,Entertainment - Diversified,Spain
8335,VIS.MC,"Viscofan, S.A.",MCE,Food - Major Diversified,Spain
8343,FB,"Facebook, Inc.",NMS,Internet Information Providers,USA
8345,FCX,Freeport-McMoRan Inc.,NYQ,Copper,USA
8346,FSLR,"First Solar, Inc.",NMS,Semiconductor - Specialized,USA
8347,WFM,"Whole Foods Market, Inc.",NMS,Grocery Stores,USA
8348,FIT,"Fitbit, Inc.",NYQ,Scientific & Technical Instruments,USA
8349,PRU,"Prudential Financial, Inc.",NYQ,Life Insurance,USA
8350,FFIV,"F5 Networks, Inc.",NMS,Business Software & Services,USA
8351,TIPT,Tiptree Inc.,NCM,Life Insurance,USA
8352,FISV,"Fiserv, Inc.",NMS,Business Services,USA
8353,FL,"Foot Locker, Inc.",NYQ,Textile - Apparel Footwear & Accessories,USA
8354,FLEX,Flex Ltd.,NMS,Printed Circuit Boards,USA
8355,FEYE,"FireEye, Inc.",NMS,Application Software,USA
8356,FIS,"Fidelity National Information Services, Inc.",NYQ,Information Technology Services,USA
8357,PNC,"The PNC Financial Services Group, Inc.",NYQ,Money Center Banks,USA
8358,TSN,"Tyson Foods, Inc.",NYQ,Meat Products,USA
8359,PFG,"Principal Financial Group, Inc.",NYQ,Life Insurance,USA
8360,KFS,Kingsway Financial Services Inc.,NYQ,Property & Casualty Insurance,USA
8361,FTNT,"Fortinet, Inc.",NMS,Application Software,USA
8362,TMO,Thermo Fisher Scientific Inc.,NYQ,Medical Laboratories & Research,USA
8363,LTS,Ladenburg Thalmann Financial Services Inc.,ASE,Investment Brokerage - National,USA
8364,FTI,TechnipFMC plc,NYQ,Oil & Gas Equipment & Services,USA
8365,MFA,"MFA Financial, Inc.",NYQ,REIT - Diversified,USA
8367,FLIR,"FLIR Systems, Inc.",NMS,Scientific & Technical Instruments,USA
8368,FLWS,"1-800-FLOWERS.COM, Inc.",NMS,"Specialty Retail, Other",USA
8369,WDR,"Waddell & Reed Financial, Inc.",NYQ,Asset Management,USA
8370,PBCT,"People's United Financial, Inc.",NMS,Savings & Loans,USA
8371,GNW,"Genworth Financial, Inc.",NYQ,Life Insurance,USA
8372,FOSL,"Fossil Group, Inc.",NMS,Textile - Apparel Footwear & Accessories,USA
8374,UFCS,"United Fire Group, Inc",NMS,Property & Casualty Insurance,USA
8375,SYF,Synchrony Financial,NYQ,Credit Services,USA
8376,SIVB,SVB Financial Group,NMS,Regional - Pacific Banks,USA
8377,SFM,"Sprouts Farmers Market, Inc.",NMS,Grocery Stores,USA
8378,UFPI,"Universal Forest Products, Inc.",NMS,"Lumber, Wood Production",USA
8379,UNFI,"United Natural Foods, Inc.",NMS,Food Wholesale,USA
8380,FLO,"Flowers Foods, Inc.",NYQ,Processed & Packaged Goods,USA
8381,IFF,International Flavors & Fragrances Inc.,NYQ,Specialty Chemicals,USA
8382,GGAL,Grupo Financiero Galicia S.A.,NCM,Foreign Regional Banks,USA
8383,FTK,"Flotek Industries, Inc.",NYQ,Oil & Gas Equipment & Services,USA
8385,FARO,"FARO Technologies, Inc.",NMS,Scientific & Technical Instruments,USA
8387,SLF,Sun Life Financial Inc.,NYQ,Property & Casualty Insurance,USA
8389,GFI,Gold Fields Limited,NYQ,Gold,USA
8390,FRT,Federal Realty Investment Trust,NYQ,REIT - Retail,USA
8391,FII,"Federated Investors, Inc.",NYQ,Asset Management,USA
8393,PF,Pinnacle Foods Inc.,NYQ,Food - Major Diversified,USA
8394,KB,KB Financial Group Inc.,NYQ,Foreign Regional Banks,USA
8396,FIG,Fortress Investment Group LLC,NYQ,Asset Management,USA
8397,FDS,FactSet Research Systems Inc.,NYQ,Information & Delivery Services,USA
8398,LPLA,LPL Financial Holdings Inc.,NMS,Investment Brokerage - National,USA
8399,HIG,"The Hartford Financial Services Group, Inc.",NYQ,Property & Casualty Insurance,USA
8401,SFL,Ship Finance International Limited,NYQ,Shipping,USA
8402,RJF,"Raymond James Financial, Inc.",NYQ,Investment Brokerage - Regional,USA
8403,FUEL,Rocket Fuel Inc.,NMS,Advertising Agencies,USA
8404,FN,Fabrinet,NYQ,Electronic Equipment,USA
8405,FCH,FelCor Lodging Trust Incorporated,NYQ,REIT - Hotel/Motel,USA
8407,FLT,"FleetCor Technologies, Inc.",NYQ,Business Services,USA
8408,FGP,"Ferrellgas Partners, L.P.",NYQ,Oil & Gas Refining & Marketing,USA
8409,SFS,"Smart & Final Stores, Inc.",NYQ,Grocery Stores,USA
8410,RAS,RAIT Financial Trust,NYQ,REIT - Diversified,USA
8411,SOFO,"Sonic Foundry, Inc.",NCM,Application Software,USA
8412,RFP,Resolute Forest Products Inc.,NYQ,Paper & Paper Products,USA
8414,KCAP,"KCAP Financial, Inc.",NMS,Diversified Investments,USA
8415,GIFI,"Gulf Island Fabrication, Inc.",NMS,Oil & Gas Equipment & Services,USA
8416,FRGI,"Fiesta Restaurant Group, Inc.",NMS,Restaurants,USA
8417,FR,First Industrial Realty Trust Inc.,NYQ,REIT - Industrial,USA
8418,HIFS,Hingham Institution for Savings,NGM,Savings & Loans,USA
8420,FMI,"Foundation Medicine, Inc.",NMS,Medical Laboratories & Research,USA
8421,FLY,FLY Leasing Limited,NYQ,Rental & Leasing Services,USA
8422,FISI,"Financial Institutions, Inc.",NMS,Regional - Mid-Atlantic Banks,USA
8423,VOYA,"Voya Financial, Inc.",NYQ,Asset Management,USA
8424,THS,"Treehouse Foods, Inc.",NYQ,Processed & Packaged Goods,USA
8425,MBFI,"MB Financial, Inc.",NMS,Regional - Midwest Banks,USA
8426,FRPT,"Freshpet, Inc.",NGM,Food - Major Diversified,USA
8427,FORM,"FormFactor, Inc.",NMS,Semiconductor - Broad Line,USA
8428,FOR,Forestar Group Inc.,NYQ,Real Estate Development,USA
8429,FNF,"Fidelity National Financial, Inc.",NYQ,Surety & Title Insurance,USA
8430,FINL,"The Finish Line, Inc.",NMS,"Specialty Retail, Other",USA
8431,FFNW,"First Financial Northwest, Inc.",NMS,Regional - Pacific Banks,USA
8432,TLF,"Tandy Leather Factory, Inc.",NGM,Textile - Apparel Footwear & Accessories,USA
8433,MFSF,"MutualFirst Financial, Inc.",NGM,Regional - Midwest Banks,USA
8434,FLXN,"Flexion Therapeutics, Inc.",NGM,Drugs - Generic,USA
8435,FFG,"FBL Financial Group, Inc.",NYQ,Life Insurance,USA
8437,WSBF,"Waterstone Financial, Inc.",NMS,Savings & Loans,USA
8438,SAFM,"Sanderson Farms, Inc.",NMS,Food - Major Diversified,USA
8439,PFS,"Provident Financial Services, Inc.",NYQ,Savings & Loans,USA
8440,MTU,"Mitsubishi UFJ Financial Group, Inc.",NYQ,Money Center Banks,USA
8441,MSFG,"MainSource Financial Group, Inc.",NMS,Regional - Midwest Banks,USA
8443,GSM,Ferroglobe PLC,NMS,Industrial Metals & Minerals,USA
8445,FRED,"Fred's, Inc.",NMS,"Discount, Variety Stores",USA
8446,FORR,"Forrester Research, Inc.",NMS,Research Services,USA
8450,VIRT,"Virtu Financial, Inc.",NMS,Investment Brokerage - National,USA
8452,NEWS,"NewStar Financial, Inc.",NMS,Credit Services,USA
8455,FPO,First Potomac Realty Trust,NYQ,REIT - Office,USA
8456,FATE,"Fate Therapeutics, Inc.",NGM,Biotechnology,USA
8458,SMFG,"Sumitomo Mitsui Financial Group, Inc.",NYQ,Foreign Regional Banks,USA
8460,NATH,"Nathan's Famous, Inc.",NMS,Restaurants,USA
8461,INTL,INTL FCStone Inc.,NMS,Investment Brokerage - National,USA
8462,FPRX,"Five Prime Therapeutics, Inc.",NMS,Biotechnology,USA
8463,FORD,"Forward Industries, Inc.",NCM,Textile - Apparel Footwear & Accessories,USA
8464,FOMX,Foamix Pharmaceuticals Ltd.,NGM,Biotechnology,USA
8465,FI,Frank's International N.V.,NYQ,Oil & Gas Pipelines,USA
8466,FALC,"FalconStor Software, Inc.",NCM,Application Software,USA
8470,NICK,"Nicholas Financial, Inc.",NMS,Credit Services,USA
8471,MOFG,"MidWestOne Financial Group, Inc.",NMS,Regional - Southwest Banks,USA
8473,HALL,"Hallmark Financial Services, Inc.",NGM,Property & Casualty Insurance,USA
8475,FRSH,"Papa Murphy's Holdings, Inc.",NMS,Specialty Eateries,USA
8476,FIVN,"Five9, Inc.",NGM,Application Software,USA
8477,FCSC,"Fibrocell Science, Inc.",NCM,Drugs - Generic,USA
8478,WAFD,"Washington Federal, Inc.",NMS,Savings & Loans,USA
8479,SNAK,"Inventure Foods, Inc.",NMS,Processed & Packaged Goods,USA
8480,SMMF,"Summit Financial Group, Inc.",NCM,Regional - Mid-Atlantic Banks,USA
8481,MFG,"Mizuho Financial Group, Inc.",NYQ,Foreign Regional Banks,USA
8486,FSFG,"First Savings Financial Group, Inc.",NCM,Regional - Midwest Banks,USA
8489,PROV,"Provident Financial Holdings, Inc.",NMS,Savings & Loans,USA
8490,PLNT,"Planet Fitness, Inc.",NYQ,Sporting Activities,USA
8492,PFSI,"PennyMac Financial Services, Inc.",NYQ,Mortgage Investment,USA
8494,LWAY,"Lifeway Foods, Inc.",NGM,Food - Major Diversified,USA
8496,IFMI,"Institutional Financial Markets, Inc.",ASE,Investment Brokerage - National,USA
8498,HTLF,"Heartland Financial USA, Inc.",NMS,Regional - Southwest Banks,USA
8500,HMNF,"HMN Financial, Inc.",NGM,Savings & Loans,USA
8502,FTEK,"Fuel Tech, Inc.",NMS,Pollution & Treatment Controls,USA
8503,FORTY,Formula Systems (1985) Ltd.,NMS,Business Software & Services,USA
8504,FLKS,"Flex Pharma, Inc.",NGM,Biotechnology,USA
8507,REFR,Research Frontiers Incorporated,NCM,Industrial Electrical Equipment,USA
8517,FSM,Fortuna Silver Mines Inc.,NYQ,Silver,USA
8519,FRPH,"FRP Holdings, Inc.",NMS,Property Management,USA
8520,FLL,"Full House Resorts, Inc.",NCM,Resorts & Casinos,USA
8521,FGEN,"FibroGen, Inc.",NMS,Biotechnology,USA
8522,FFWM,First Foundation Inc.,NGM,Regional - Midwest Banks,USA
8525,SBFG,"SB Financial Group, Inc.",NCM,Regional - Midwest Banks,USA
8528,PNFP,"Pinnacle Financial Partners, Inc.",NMS,Regional - Southeast Banks,USA
8538,FSI,Flexible Solutions International Inc.,ASE,Specialty Chemicals,USA
8539,FPI,Farmland Partners Inc.,NYQ,REIT - Diversified,USA
8541,FLXS,"Flexsteel Industries, Inc.",NMS,Home Furnishings & Fixtures,USA
8542,FENG,Phoenix New Media Limited,NYQ,Internet Information Providers,USA
8543,WILC,G. Willi-Food International Ltd.,NCM,Food - Major Diversified,USA
8546,SIFI,"SI Financial Group, Inc.",NGM,Savings & Loans,USA
8549,MLCVG.PA,SociÃ©tÃ© des Chemins de Fer et Tramways du Var et du Gard,PAR,Asset Management,France
8569,OAKS,Five Oaks Investment Corp.,NYQ,REIT - Residential,USA
8581,FNJN,"Finjan Holdings, Inc.",NCM,Application Software,USA
8585,FGL,Fidelity & Guaranty Life,NYQ,Life Insurance,USA
8587,FCB,"FCB Financial Holdings, Inc.",NYQ,Regional - Southeast Banks,USA
8591,CBFV,"CB Financial Services, Inc.",NGM,Regional - Northeast Banks,USA
8595,UFAB,"Unique Fabricating, Inc.",ASE,Auto Parts,USA
8597,TCFC,The Community Financial Corporation,NCM,Regional - Mid-Atlantic Banks,USA
8598,PUB.PA,Publicis Groupe S.A.,PAR,Advertising Agencies,France
8601,PFBX,Peoples Financial Corporation,NCM,Regional - Northeast Banks,USA
8608,MSBF,MSB Financial Corp.,NGM,Savings & Loans,USA
8623,FCE-A,"Forest City Realty Trust, Inc",NYQ,Property Management,USA
8624,WLFC,Willis Lease Finance Corporation,NGM,Rental & Leasing Services,USA
8634,OR.PA,L'Oréal S.A.,PAR,Personal Products,France
8635,OPOF,Old Point Financial Corporation,NCM,Regional - Mid-Atlantic Banks,USA
8642,FSNN,"Fusion Telecommunications International, Inc.",NCM,Wireless Communications,USA
8646,CFBK,Central Federal Corporation,NCM,Savings & Loans,USA
8648,WVFC,WVS Financial Corp.,NGM,Savings & Loans,USA
8651,PWF.TO,Power Financial Corporation,TOR,Life Insurance,Canada
8655,ORRF,"Orrstown Financial Services, Inc.",NCM,Regional - Northeast Banks,USA
8662,KBSF,KBS Fashion Group Limited,NCM,Textile - Apparel Clothing,USA
8673,FRD,"Friedman Industries, Incorporated",ASE,Steel & Iron,USA
8674,FMSA,Fairmount Santrol Holdings Inc.,NYQ,Industrial Metals & Minerals,USA
8675,FM.TO,First Quantum Minerals Ltd.,TOR,Industrial Metals & Minerals,Canada
8678,FCR.TO,First Capital Realty Inc.,TOR,Property Management,Canada
8688,SAN.PA,Sanofi,PAR,Drug Manufacturers - Major,France
8690,SAF.PA,Safran SA,PAR,Aerospace/Defense - Major Diversified,France
8694,PFG.L,Provident Financial plc,LSE,Credit Services,United Kingdom
8703,HLF.TO,High Liner Foods Incorporated,TOR,Food - Major Diversified,Canada
8705,GLE.PA,Societe Generale Group,PAR,Money Center Banks,France
8713,CRTO.PA,Caisse RÃ©gionale de CrÃ©dit Agricole Mutuel de La Touraine et du Poitou,PAR,Money Center Banks,France
8716,VIV.PA,Vivendi SA,PAR,Wireless Communications,France
8717,TOT.MI,TOTAL S.A.,MIL,Major Integrated Oil & Gas,Italy
8719,SOI.PA,Soitec S.A.,PAR,Semiconductor Equipment & Materials,France
8726,LNF.TO,Leon's Furniture Limited,TOR,Home Furnishings & Fixtures,Canada
8730,IPF.L,International Personal Finance Plc,LSE,Credit Services,United Kingdom
8735,FTT.TO,Finning International Inc.,TOR,Industrial Equipment Wholesale,Canada
8737,FTG.TO,Firan Technology Group Corporation,TOR,Aerospace/Defense - Major Diversified,Canada
8738,FSY.TO,Forsys Metals Corp.,TOR,Industrial Metals & Minerals,Canada
8740,FLOW,"SPX FLOW, Inc.",NYQ,Diversified Machinery,USA
8743,FGP.L,Firstgroup plc,LSE,Trucking,United Kingdom
8747,WFT.TO,West Fraser Timber Co. Ltd.,TOR,Gold,Canada
8749,VRAP.PA,Vranken-Pommery Monopole Société anonyme,PAR,Beverages - Brewers,France
8752,UL.AS,Unibail-Rodamco SE,AMS,REIT - Retail,Netherlands
8756,TKTT.PA,Tarkett S.A.,PAR,General Building Materials,France
8758,TCH.PA,Technicolor SA,PAR,Entertainment - Diversified,France
8759,SOP.PA,Sopra Steria Group,PAR,Information Technology Services,France
8761,QUA.PA,Quantel,PAR,Medical Appliances & Equipment,France
8766,ND8U.SI,Frasers Commercial Trust,SES,REIT - Office,Singapore
8767,MTY.TO,MTY Food Group Inc.,TOR,Restaurants,Canada
8768,MC.PA,LVMH Moët Hennessy Louis Vuitton S.E.,PAR,Jewelry Stores,France
8769,MAU.PA,Etablissements Maurel & Prom S.A.,PAR,Independent Oil & Gas,France
8771,ILD.PA,Iliad SA,PAR,Wireless Communications,France
8775,HO.PA,Thales S.A.,PAR,Aerospace/Defense - Major Diversified,France
8779,FSB,"Franklin Financial Network, Inc.",NYQ,Money Center Banks,USA
8782,FRES.L,Fresnillo PLC,LSE,Industrial Metals & Minerals,United Kingdom
8784,FR.PA,Valeo SA,PAR,Auto Parts,France
8788,FPAY,"Flexshopper, Inc.",NCM,Credit Services,USA
8806,CHE-UN.TO,Chemtrade Logistics Income Fund,TOR,Specialty Chemicals,Canada
8807,CAF.PA,Caisse RÃ©gionale de CrÃ©dit Agricole Mutuel de Paris et d'Ile-de-France,PAR,Money Center Banks,France
8814,WFC.TO,Wall Financial Corporation,TOR,Property Management,Canada
8815,VK.PA,Vallourec SA,PAR,Steel & Iron,France
8816,VIRP.PA,Virbac SA,PAR,Drug Manufacturers - Major,France
8817,VAC.PA,Pierre & Vacances SA,PAR,Lodging,France
8819,UG.PA,Peugeot S.A.,PAR,Auto Manufacturers - Major,France
8822,THEP.PA,Thermador Groupe Société Anonyme,PAR,Business Services,France
8824,TES.PA,Tessi SA,PAR,Information Technology Services,France
8825,SX.PA,CS Communication & Systemes SA,PAR,Aerospace/Defense - Major Diversified,France
8826,SW.PA,Sodexo S.A.,PAR,Business Services,France
8829,STAL.PA,Installux SA,PAR,General Building Materials,France
8834,SGO.PA,Compagnie de Saint-Gobain S.A.,PAR,General Building Materials,France
8838,RXL.PA,Rexel S.A.,PAR,Business Services,France
8840,RI.PA,Pernod Ricard SA,PAR,Beverages - Wineries & Distillers,France
8841,RCO.PA,Rémy Cointreau SA,PAR,Beverages - Wineries & Distillers,France
8846,PARRO.PA,Parrot S.A.,PAR,Communication Equipment,France
8852,NEO.PA,Neopost S.A.,PAR,Business Equipment,France
8856,MGIC.PA,MGI Coutier SA,PAR,Auto Parts,France
8857,MFI.TO,Maple Leaf Foods Inc.,TOR,Food - Major Diversified,Canada
8861,JUP.L,Jupiter Fund Management Plc,LSE,Asset Management,United Kingdom
8862,J69U.SI,Frasers Centrepoint Trust,SES,REIT - Retail,Singapore
8863,ITXT.PA,Intexa S.A.,PAR,Textile - Apparel Clothing,France
8864,IGM.TO,IGM Financial Inc.,TOR,Asset Management,Canada
8865,ICAD.PA,Icade S.A.,PAR,REIT - Diversified,France
8870,HBW.PA,Hubwoo,PAR,Information Technology Services,France
8871,HAV.PA,Havas SA,PAR,Marketing Services,France
8875,GDS.PA,Ramsay Générale de Santé SA,PAR,Health Care Plans,France
8888,FPM.L,Faroe Petroleum plc,LSE,Independent Oil & Gas,United Kingdom
